NAME	TITLE	SCORE	
HES3	hes family bHLH transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:26226]	0.42806563	
ISOC1	isochorismatase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24254]	0.42803952	
CHCHD4	coiled-coil-helix-coiled-coil-helix domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26467]	0.4277294	
ZNF385D	zinc finger protein 385D [Source:HGNC Symbol;Acc:HGNC:26191]	0.42753834	
ALKBH5	alkB homolog 5, RNA demethylase [Source:HGNC Symbol;Acc:HGNC:25996]	0.4273414	
FAM13A	family with sequence similarity 13 member A [Source:HGNC Symbol;Acc:HGNC:19367]	0.42727566	
FAXC	failed axon connections homolog, metaxin like GST domain containing [Source:HGNC Symbol;Acc:HGNC:20742]	0.42723915	
FBXO8	F-box protein 8 [Source:HGNC Symbol;Acc:HGNC:13587]	0.42722225	
ATXN1	ataxin 1 [Source:HGNC Symbol;Acc:HGNC:10548]	0.42702252	
COL4A6	collagen type IV alpha 6 chain [Source:HGNC Symbol;Acc:HGNC:2208]	0.42699894	
SH3GL2	SH3 domain containing GRB2 like 2, endophilin A1 [Source:HGNC Symbol;Acc:HGNC:10831]	0.42675734	
SYCP2	synaptonemal complex protein 2 [Source:HGNC Symbol;Acc:HGNC:11490]	0.42641973	
ZNF391	zinc finger protein 391 [Source:HGNC Symbol;Acc:HGNC:18779]	0.42628583	
NOM1	nucleolar protein with MIF4G domain 1 [Source:HGNC Symbol;Acc:HGNC:13244]	0.42606458	
ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19 [Source:HGNC Symbol;Acc:HGNC:17111]	0.4255649	
CCDC136	coiled-coil domain containing 136 [Source:HGNC Symbol;Acc:HGNC:22225]	0.42556146	
HTRA2	HtrA serine peptidase 2 [Source:HGNC Symbol;Acc:HGNC:14348]	0.4254744	
CAND2	cullin associated and neddylation dissociated 2 (putative) [Source:HGNC Symbol;Acc:HGNC:30689]	0.42498663	
LGALS8	galectin 8 [Source:HGNC Symbol;Acc:HGNC:6569]	0.4249459	
GRHL1	grainyhead like transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:17923]	0.42490855	
GPR156	G protein-coupled receptor 156 [Source:HGNC Symbol;Acc:HGNC:20844]	0.42458177	
ENTREP2	endosomal transmembrane epsin interactor 2 [Source:HGNC Symbol;Acc:HGNC:29075]	0.42439294	
PCDHAC1	protocadherin alpha subfamily C, 1 [Source:HGNC Symbol;Acc:HGNC:8676]	0.4243633	
ADGRF5	adhesion G protein-coupled receptor F5 [Source:HGNC Symbol;Acc:HGNC:19030]	0.4242552	
NUP43	nucleoporin 43 [Source:HGNC Symbol;Acc:HGNC:21182]	0.4239862	
AMPD3	adenosine monophosphate deaminase 3 [Source:HGNC Symbol;Acc:HGNC:470]	0.4238951	
ZCWPW1	zinc finger CW-type and PWWP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23486]	0.42387033	
GPRIN2	G protein regulated inducer of neurite outgrowth 2 [Source:HGNC Symbol;Acc:HGNC:23730]	0.42368743	
RFK	riboflavin kinase [Source:HGNC Symbol;Acc:HGNC:30324]	0.4236517	
SKIC2	SKI2 subunit of superkiller complex [Source:HGNC Symbol;Acc:HGNC:10898]	0.42361116	
FCER1G	Fc epsilon receptor Ig [Source:HGNC Symbol;Acc:HGNC:3611]	0.42360523	
WNT2B	Wnt family member 2B [Source:HGNC Symbol;Acc:HGNC:12781]	0.42354006	
CTSZ	cathepsin Z [Source:HGNC Symbol;Acc:HGNC:2547]	0.42349854	
AIDA	axin interactor, dorsalization associated [Source:HGNC Symbol;Acc:HGNC:25761]	0.42347723	
DRC7	dynein regulatory complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:25289]	0.4234088	
GLUD2	glutamate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:4336]	0.42332885	
CBLC	Cbl proto-oncogene C [Source:HGNC Symbol;Acc:HGNC:15961]	0.42322057	
GPR132	G protein-coupled receptor 132 [Source:HGNC Symbol;Acc:HGNC:17482]	0.42306784	
S100A2	S100 calcium binding protein A2 [Source:HGNC Symbol;Acc:HGNC:10492]	0.42289743	
SERPINB3	serpin family B member 3 [Source:HGNC Symbol;Acc:HGNC:10569]	0.4228697	
THAP6	THAP domain containing 6 [Source:HGNC Symbol;Acc:HGNC:23189]	0.42286775	
SHROOM1	shroom family member 1 [Source:HGNC Symbol;Acc:HGNC:24084]	0.42257413	
ABHD8	abhydrolase domain containing 8 [Source:HGNC Symbol;Acc:HGNC:23759]	0.4223856	
TMX1	thioredoxin related transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:15487]	0.42221776	
KLK1	kallikrein 1 [Source:HGNC Symbol;Acc:HGNC:6357]	0.42197487	
BEND4	BEN domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23815]	0.42168677	
MAP3K6	mitogen-activated protein kinase kinase kinase 6 [Source:HGNC Symbol;Acc:HGNC:6858]	0.42148054	
ZNF843	zinc finger protein 843 [Source:HGNC Symbol;Acc:HGNC:28710]	0.42142478	
SLC2A1	solute carrier family 2 member 1 [Source:HGNC Symbol;Acc:HGNC:11005]	0.4212561	
SCARF1	scavenger receptor class F member 1 [Source:HGNC Symbol;Acc:HGNC:16820]	0.4211956	
PIH1D2	PIH1 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25210]	0.42093724	
BATF2	basic leucine zipper ATF-like transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:25163]	0.42093217	
IL10RA	interleukin 10 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:5964]	0.42085057	
PLCH1	phospholipase C eta 1 [Source:HGNC Symbol;Acc:HGNC:29185]	0.42081225	
OGG1	8-oxoguanine DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:8125]	0.42073765	
SERTAD4	SERTA domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25236]	0.4202703	
PIGV	phosphatidylinositol glycan anchor biosynthesis class V [Source:HGNC Symbol;Acc:HGNC:26031]	0.41978347	
STK26	serine/threonine kinase 26 [Source:HGNC Symbol;Acc:HGNC:18174]	0.4196507	
NBPF1	NBPF member 1 [Source:HGNC Symbol;Acc:HGNC:26088]	0.41932848	
HGD	homogentisate 1,2-dioxygenase [Source:HGNC Symbol;Acc:HGNC:4892]	0.41914585	
ACOT11	acyl-CoA thioesterase 11 [Source:HGNC Symbol;Acc:HGNC:18156]	0.41877627	
TMEM223	transmembrane protein 223 [Source:HGNC Symbol;Acc:HGNC:28464]	0.41876042	
SMYD4	SET and MYND domain containing 4 [Source:HGNC Symbol;Acc:HGNC:21067]	0.41858935	
GLIPR1L2	GLIPR1 like 2 [Source:HGNC Symbol;Acc:HGNC:28592]	0.41854873	
PLS3	plastin 3 [Source:HGNC Symbol;Acc:HGNC:9091]	0.4185342	
TENM3	teneurin transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:29944]	0.41835195	
SELENBP1	selenium binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10719]	0.41827706	
VWA5B1	von Willebrand factor A domain containing 5B1 [Source:HGNC Symbol;Acc:HGNC:26538]	0.41820276	
ITGA8	integrin subunit alpha 8 [Source:HGNC Symbol;Acc:HGNC:6144]	0.41816154	
WFDC1	WAP four-disulfide core domain 1 [Source:HGNC Symbol;Acc:HGNC:15466]	0.41815016	
NIT2	nitrilase family member 2 [Source:HGNC Symbol;Acc:HGNC:29878]	0.4180924	
RPAP3	RNA polymerase II associated protein 3 [Source:HGNC Symbol;Acc:HGNC:26151]	0.418061	
FADS3	fatty acid desaturase 3 [Source:HGNC Symbol;Acc:HGNC:3576]	0.41799074	
PLA2G4E	phospholipase A2 group IVE [Source:HGNC Symbol;Acc:HGNC:24791]	0.41786996	
SLC22A14	solute carrier family 22 member 14 [Source:HGNC Symbol;Acc:HGNC:8495]	0.41776016	
TRIM47	tripartite motif containing 47 [Source:HGNC Symbol;Acc:HGNC:19020]	0.41763696	
TRPC5OS	TRPC5 opposite strand [Source:HGNC Symbol;Acc:HGNC:40593]	0.41749784	
PLXDC1	plexin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20945]	0.41733262	
IFRD1	interferon related developmental regulator 1 [Source:HGNC Symbol;Acc:HGNC:5456]	0.41711333	
CLEC18A	C-type lectin domain family 18 member A [Source:HGNC Symbol;Acc:HGNC:30388]	0.41691402	
IAH1	isoamyl acetate hydrolyzing esterase 1 (putative) [Source:HGNC Symbol;Acc:HGNC:27696]	0.41682562	
IFT25	intraflagellar transport 25 [Source:HGNC Symbol;Acc:HGNC:25019]	0.41663718	
FAM228B	family with sequence similarity 228 member B [Source:HGNC Symbol;Acc:HGNC:24736]	0.4163878	
CRYBB1	crystallin beta B1 [Source:HGNC Symbol;Acc:HGNC:2397]	0.41635987	
CENPL	centromere protein L [Source:HGNC Symbol;Acc:HGNC:17879]	0.4163269	
CFI	complement factor I [Source:HGNC Symbol;Acc:HGNC:5394]	0.41623256	
SIM1	SIM bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10882]	0.4160162	
TMEM234	transmembrane protein 234 [Source:HGNC Symbol;Acc:HGNC:28837]	0.41596034	
JHY	junctional cadherin complex regulator [Source:HGNC Symbol;Acc:HGNC:26288]	0.41578454	
LAMA5	laminin subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:6485]	0.41536766	
TRIM68	tripartite motif containing 68 [Source:HGNC Symbol;Acc:HGNC:21161]	0.41526434	
CFAP157	cilia and flagella associated protein 157 [Source:HGNC Symbol;Acc:HGNC:27843]	0.4152502	
EPHB4	EPH receptor B4 [Source:HGNC Symbol;Acc:HGNC:3395]	0.41504425	
ILDR1	immunoglobulin like domain containing receptor 1 [Source:HGNC Symbol;Acc:HGNC:28741]	0.41504046	
VPREB3	V-set pre-B cell surrogate light chain 3 [Source:HGNC Symbol;Acc:HGNC:12710]	0.41495088	
TMEM243	transmembrane protein 243 [Source:HGNC Symbol;Acc:HGNC:21707]	0.41472647	
PSMB1	proteasome 20S subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:9537]	0.41472614	
ABI3	ABI family member 3 [Source:HGNC Symbol;Acc:HGNC:29859]	0.4147	
HOXA11	homeobox A11 [Source:HGNC Symbol;Acc:HGNC:5101]	0.41447136	
IQSEC2	IQ motif and Sec7 domain ArfGEF 2 [Source:HGNC Symbol;Acc:HGNC:29059]	0.41432592	
PRRT3	proline rich transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:26591]	0.41409376	
LIN28B	lin-28 homolog B [Source:HGNC Symbol;Acc:HGNC:32207]	0.41381863	
CCDC125	coiled-coil domain containing 125 [Source:HGNC Symbol;Acc:HGNC:28924]	0.41364086	
ABHD1	abhydrolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17553]	0.4135918	
CD69	CD69 molecule [Source:HGNC Symbol;Acc:HGNC:1694]	0.41352326	
MARCO	macrophage receptor with collagenous structure [Source:HGNC Symbol;Acc:HGNC:6895]	0.41332665	
ADA	adenosine deaminase [Source:HGNC Symbol;Acc:HGNC:186]	0.4132171	
COPS8	COP9 signalosome subunit 8 [Source:HGNC Symbol;Acc:HGNC:24335]	0.41320816	
GOLGA8O	golgin A8 family member O [Source:HGNC Symbol;Acc:HGNC:44406]	0.41298133	
PAPPA2	pappalysin 2 [Source:HGNC Symbol;Acc:HGNC:14615]	0.41290927	
COPRS	coordinator of PRMT5 and differentiation stimulator [Source:HGNC Symbol;Acc:HGNC:28848]	0.41290912	
TGM2	transglutaminase 2 [Source:HGNC Symbol;Acc:HGNC:11778]	0.41268378	
KIRREL2	kirre like nephrin family adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:18816]	0.41264522	
RFC5	replication factor C subunit 5 [Source:HGNC Symbol;Acc:HGNC:9973]	0.41224298	
EPN3	epsin 3 [Source:HGNC Symbol;Acc:HGNC:18235]	0.4121708	
SIAE	sialic acid acetylesterase [Source:HGNC Symbol;Acc:HGNC:18187]	0.41216475	
NIPAL4	NIPA like domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28018]	0.412048	
ATP8B4	ATPase phospholipid transporting 8B4 (putative) [Source:HGNC Symbol;Acc:HGNC:13536]	0.41200086	
STX19	syntaxin 19 [Source:HGNC Symbol;Acc:HGNC:19300]	0.41199988	
AVPR1A	arginine vasopressin receptor 1A [Source:HGNC Symbol;Acc:HGNC:895]	0.41165555	
AK8	adenylate kinase 8 [Source:HGNC Symbol;Acc:HGNC:26526]	0.41163117	
TRPM5	transient receptor potential cation channel subfamily M member 5 [Source:HGNC Symbol;Acc:HGNC:14323]	0.4115607	
OMA1	OMA1 zinc metallopeptidase [Source:HGNC Symbol;Acc:HGNC:29661]	0.4114466	
HOXB4	homeobox B4 [Source:HGNC Symbol;Acc:HGNC:5115]	0.4113348	
CD302	CD302 molecule [Source:HGNC Symbol;Acc:HGNC:30843]	0.4112286	
KLHL32	kelch like family member 32 [Source:HGNC Symbol;Acc:HGNC:21221]	0.41120023	
MMP13	matrix metallopeptidase 13 [Source:HGNC Symbol;Acc:HGNC:7159]	0.41118285	
ZNF208	zinc finger protein 208 [Source:HGNC Symbol;Acc:HGNC:12999]	0.4109937	
TMCO3	transmembrane and coiled-coil domains 3 [Source:HGNC Symbol;Acc:HGNC:20329]	0.41071507	
GPR174	G protein-coupled receptor 174 [Source:HGNC Symbol;Acc:HGNC:30245]	0.4106732	
TBC1D3D	TBC1 domain family member 3D [Source:HGNC Symbol;Acc:HGNC:28944]	0.4105907	
ZSCAN1	zinc finger and SCAN domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23712]	0.41049045	
DCHS2	dachsous cadherin-related 2 [Source:HGNC Symbol;Acc:HGNC:23111]	0.4104581	
MESP2	mesoderm posterior bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:29659]	0.41042984	
XIRP1	xin actin binding repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:14301]	0.41035196	
XKR9	XK related 9 [Source:HGNC Symbol;Acc:HGNC:20937]	0.41021052	
GIMAP6	GTPase, IMAP family member 6 [Source:HGNC Symbol;Acc:HGNC:21918]	0.41015434	
TFE3	transcription factor binding to IGHM enhancer 3 [Source:HGNC Symbol;Acc:HGNC:11752]	0.41008985	
POLR1F	RNA polymerase I subunit F [Source:HGNC Symbol;Acc:HGNC:18027]	0.4100478	
ARMH1	armadillo like helical domain containing 1 [Source:HGNC Symbol;Acc:HGNC:34345]	0.41002235	
GRM3	glutamate metabotropic receptor 3 [Source:HGNC Symbol;Acc:HGNC:4595]	0.4099134	
NDUFA4L2	NDUFA4 mitochondrial complex associated like 2 [Source:HGNC Symbol;Acc:HGNC:29836]	0.40974233	
C6orf52	chromosome 6 open reading frame 52 [Source:HGNC Symbol;Acc:HGNC:20881]	0.4096855	
JCAD	junctional cadherin 5 associated [Source:HGNC Symbol;Acc:HGNC:29283]	0.40961364	
OCIAD1	OCIA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16074]	0.40959862	
PPIG	peptidylprolyl isomerase G [Source:HGNC Symbol;Acc:HGNC:14650]	0.40946236	
LAMA3	laminin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6483]	0.4094583	
CD1D	CD1d molecule [Source:HGNC Symbol;Acc:HGNC:1637]	0.40931538	
ZFP57	ZFP57 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:18791]	0.4093096	
FRRS1	ferric chelate reductase 1 [Source:HGNC Symbol;Acc:HGNC:27622]	0.40930614	
CCDC102A	coiled-coil domain containing 102A [Source:HGNC Symbol;Acc:HGNC:28097]	0.40924287	
P2RY4	pyrimidinergic receptor P2Y4 [Source:HGNC Symbol;Acc:HGNC:8542]	0.40911874	
FAR2	fatty acyl-CoA reductase 2 [Source:HGNC Symbol;Acc:HGNC:25531]	0.40900007	
FBN2	fibrillin 2 [Source:HGNC Symbol;Acc:HGNC:3604]	0.40894789	
C5orf47	chromosome 5 open reading frame 47 [Source:HGNC Symbol;Acc:HGNC:27026]	0.40888312	
CAPN6	calpain 6 [Source:HGNC Symbol;Acc:HGNC:1483]	0.40884075	
CABP4	calcium binding protein 4 [Source:HGNC Symbol;Acc:HGNC:1386]	0.40876743	
RGL3	ral guanine nucleotide dissociation stimulator like 3 [Source:HGNC Symbol;Acc:HGNC:30282]	0.40873867	
CCR3	C-C motif chemokine receptor 3 [Source:HGNC Symbol;Acc:HGNC:1604]	0.4085657	
MC4R	melanocortin 4 receptor [Source:HGNC Symbol;Acc:HGNC:6932]	0.408527	
LGALS7	galectin 7 [Source:HGNC Symbol;Acc:HGNC:6568]	0.40852344	
SPATA17	spermatogenesis associated 17 [Source:HGNC Symbol;Acc:HGNC:25184]	0.40838164	
PLD2	phospholipase D2 [Source:HGNC Symbol;Acc:HGNC:9068]	0.40831432	
TBX4	T-box transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11603]	0.40826848	
BLOC1S5	biogenesis of lysosomal organelles complex 1 subunit 5 [Source:HGNC Symbol;Acc:HGNC:18561]	0.40796906	
ASB15	ankyrin repeat and SOCS box containing 15 [Source:HGNC Symbol;Acc:HGNC:19767]	0.40787256	
HRH1	histamine receptor H1 [Source:HGNC Symbol;Acc:HGNC:5182]	0.40786117	
NIPSNAP3B	nipsnap homolog 3B [Source:HGNC Symbol;Acc:HGNC:23641]	0.40772414	
FAM185A	family with sequence similarity 185 member A [Source:HGNC Symbol;Acc:HGNC:22412]	0.40769818	
CCZ1	CCZ1 homolog, vacuolar protein trafficking and biogenesis associated [Source:HGNC Symbol;Acc:HGNC:21691]	0.40764308	
ELOVL3	ELOVL fatty acid elongase 3 [Source:HGNC Symbol;Acc:HGNC:18047]	0.40757746	
RADX	RPA1 related single stranded DNA binding protein, X-linked [Source:HGNC Symbol;Acc:HGNC:25486]	0.40747723	
DRC1	dynein regulatory complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24245]	0.40747517	
TTC1	tetratricopeptide repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:12391]	0.40691066	
TRIM55	tripartite motif containing 55 [Source:HGNC Symbol;Acc:HGNC:14215]	0.40677926	
ACTN3	actinin alpha 3 [Source:HGNC Symbol;Acc:HGNC:165]	0.40675646	
NPPB	natriuretic peptide B [Source:HGNC Symbol;Acc:HGNC:7940]	0.40671536	
TASOR	transcription activation suppressor [Source:HGNC Symbol;Acc:HGNC:30314]	0.40665373	
HOXB2	homeobox B2 [Source:HGNC Symbol;Acc:HGNC:5113]	0.40657017	
MTPN	myotrophin [Source:HGNC Symbol;Acc:HGNC:15667]	0.40646014	
AGPS	alkylglycerone phosphate synthase [Source:HGNC Symbol;Acc:HGNC:327]	0.40634152	
RBM48	RNA binding motif protein 48 [Source:HGNC Symbol;Acc:HGNC:21785]	0.40617725	
CLCNKA	chloride voltage-gated channel Ka [Source:HGNC Symbol;Acc:HGNC:2026]	0.40610325	
CCT6B	chaperonin containing TCP1 subunit 6B [Source:HGNC Symbol;Acc:HGNC:1621]	0.406022	
SUPT7L	SPT7 like, STAGA complex subunit gamma [Source:HGNC Symbol;Acc:HGNC:30632]	0.40598756	
PRKCB	protein kinase C beta [Source:HGNC Symbol;Acc:HGNC:9395]	0.40588662	
FAIM	Fas apoptotic inhibitory molecule [Source:HGNC Symbol;Acc:HGNC:18703]	0.4057885	
HMMR	hyaluronan mediated motility receptor [Source:HGNC Symbol;Acc:HGNC:5012]	0.40566307	
EPHA4	EPH receptor A4 [Source:HGNC Symbol;Acc:HGNC:3388]	0.4055546	
RLN1	relaxin 1 [Source:HGNC Symbol;Acc:HGNC:10026]	0.4053362	
MRPL49	mitochondrial ribosomal protein L49 [Source:HGNC Symbol;Acc:HGNC:1176]	0.40504795	
CFAP57	cilia and flagella associated protein 57 [Source:HGNC Symbol;Acc:HGNC:26485]	0.40496862	
RSPO4	R-spondin 4 [Source:HGNC Symbol;Acc:HGNC:16175]	0.40490496	
KLHL2	kelch like family member 2 [Source:HGNC Symbol;Acc:HGNC:6353]	0.4048	
DUOX2	dual oxidase 2 [Source:HGNC Symbol;Acc:HGNC:13273]	0.4046649	
CHRNE	cholinergic receptor nicotinic epsilon subunit [Source:HGNC Symbol;Acc:HGNC:1966]	0.40459132	
ACSS3	acyl-CoA synthetase short chain family member 3 [Source:HGNC Symbol;Acc:HGNC:24723]	0.40457177	
DNAAF11	dynein axonemal assembly factor 11 [Source:HGNC Symbol;Acc:HGNC:16725]	0.40454045	
LGALS9	galectin 9 [Source:HGNC Symbol;Acc:HGNC:6570]	0.4043246	
CCDC110	coiled-coil domain containing 110 [Source:HGNC Symbol;Acc:HGNC:28504]	0.40406746	
DAPK2	death associated protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:2675]	0.40385568	
MARCHF11	membrane associated ring-CH-type finger 11 [Source:HGNC Symbol;Acc:HGNC:33609]	0.40375352	
DNAH9	dynein axonemal heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:2953]	0.40373868	
BOC	BOC cell adhesion associated, oncogene regulated [Source:HGNC Symbol;Acc:HGNC:17173]	0.40318513	
MPZL2	myelin protein zero like 2 [Source:HGNC Symbol;Acc:HGNC:3496]	0.40297928	
CFAP300	cilia and flagella associated protein 300 [Source:HGNC Symbol;Acc:HGNC:28188]	0.4029008	
PHGDH	phosphoglycerate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8923]	0.4025525	
HK2	hexokinase 2 [Source:HGNC Symbol;Acc:HGNC:4923]	0.4024505	
RHOU	ras homolog family member U [Source:HGNC Symbol;Acc:HGNC:17794]	0.40225065	
RASA4	RAS p21 protein activator 4 [Source:HGNC Symbol;Acc:HGNC:23181]	0.40212348	
MYO3A	myosin IIIA [Source:HGNC Symbol;Acc:HGNC:7601]	0.4019681	
PLXND1	plexin D1 [Source:HGNC Symbol;Acc:HGNC:9107]	0.40182957	
CRYBA1	crystallin beta A1 [Source:HGNC Symbol;Acc:HGNC:2394]	0.401793	
TESMIN	testis expressed metallothionein like protein [Source:HGNC Symbol;Acc:HGNC:7446]	0.40175092	
ODAD2	outer dynein arm docking complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:25583]	0.40172774	
BRINP1	BMP/retinoic acid inducible neural specific 1 [Source:HGNC Symbol;Acc:HGNC:2687]	0.40143916	
FAM237B	family with sequence similarity 237 member B [Source:HGNC Symbol;Acc:HGNC:53217]	0.40143436	
FZD10	frizzled class receptor 10 [Source:HGNC Symbol;Acc:HGNC:4039]	0.40102977	
SLC5A3	solute carrier family 5 member 3 [Source:HGNC Symbol;Acc:HGNC:11038]	0.40081576	
ANGPTL1	angiopoietin like 1 [Source:HGNC Symbol;Acc:HGNC:489]	0.40040633	
GLB1L3	galactosidase beta 1 like 3 [Source:HGNC Symbol;Acc:HGNC:25147]	0.40032613	
PFKFB1	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:8872]	0.4002923	
BMP5	bone morphogenetic protein 5 [Source:HGNC Symbol;Acc:HGNC:1072]	0.40022832	
ARHGEF39	Rho guanine nucleotide exchange factor 39 [Source:HGNC Symbol;Acc:HGNC:25909]	0.39994228	
PCDHGA9	protocadherin gamma subfamily A, 9 [Source:HGNC Symbol;Acc:HGNC:8707]	0.3997103	
HTR3B	5-hydroxytryptamine receptor 3B [Source:HGNC Symbol;Acc:HGNC:5298]	0.3996933	
SLC35D1	solute carrier family 35 member D1 [Source:HGNC Symbol;Acc:HGNC:20800]	0.39969125	
NRG3	neuregulin 3 [Source:HGNC Symbol;Acc:HGNC:7999]	0.3996476	
ASGR2	asialoglycoprotein receptor 2 [Source:HGNC Symbol;Acc:HGNC:743]	0.39953372	
ZNF330	zinc finger protein 330 [Source:HGNC Symbol;Acc:HGNC:15462]	0.3994614	
LCLAT1	lysocardiolipin acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26756]	0.3993914	
CFAP46	cilia and flagella associated protein 46 [Source:HGNC Symbol;Acc:HGNC:25247]	0.399346	
TCEAL2	transcription elongation factor A like 2 [Source:HGNC Symbol;Acc:HGNC:29818]	0.39933985	
MCM6	minichromosome maintenance complex component 6 [Source:HGNC Symbol;Acc:HGNC:6949]	0.3993096	
NFRKB	nuclear factor related to kappaB binding protein [Source:HGNC Symbol;Acc:HGNC:7802]	0.39927298	
KCNE5	potassium voltage-gated channel subfamily E regulatory subunit 5 [Source:HGNC Symbol;Acc:HGNC:6241]	0.39922002	
MPI	mannose phosphate isomerase [Source:HGNC Symbol;Acc:HGNC:7216]	0.3991773	
GRAMD1C	GRAM domain containing 1C [Source:HGNC Symbol;Acc:HGNC:25252]	0.3991191	
SP110	SP110 nuclear body protein [Source:HGNC Symbol;Acc:HGNC:5401]	0.3989336	
TNNT1	troponin T1, slow skeletal type [Source:HGNC Symbol;Acc:HGNC:11948]	0.39882654	
WDR49	WD repeat domain 49 [Source:HGNC Symbol;Acc:HGNC:26587]	0.3988185	
REM2	RRAD and GEM like GTPase 2 [Source:HGNC Symbol;Acc:HGNC:20248]	0.3987532	
LHX8	LIM homeobox 8 [Source:HGNC Symbol;Acc:HGNC:28838]	0.39872622	
GATAD1	GATA zinc finger domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29941]	0.3986629	
TMEM144	transmembrane protein 144 [Source:HGNC Symbol;Acc:HGNC:25633]	0.3986598	
SPOCK3	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3 [Source:HGNC Symbol;Acc:HGNC:13565]	0.39857158	
NDUFS8	NADH:ubiquinone oxidoreductase core subunit S8 [Source:HGNC Symbol;Acc:HGNC:7715]	0.39846307	
KRT81	keratin 81 [Source:HGNC Symbol;Acc:HGNC:6458]	0.39845586	
TUBE1	tubulin epsilon 1 [Source:HGNC Symbol;Acc:HGNC:20775]	0.39844313	
GPX2	glutathione peroxidase 2 [Source:HGNC Symbol;Acc:HGNC:4554]	0.3984055	
AUTS2	activator of transcription and developmental regulator AUTS2 [Source:HGNC Symbol;Acc:HGNC:14262]	0.39815265	
PHF13	PHD finger protein 13 [Source:HGNC Symbol;Acc:HGNC:22983]	0.39805648	
RNF39	ring finger protein 39 [Source:HGNC Symbol;Acc:HGNC:18064]	0.3978087	
SH3BGR	SH3 domain binding glutamate rich protein [Source:HGNC Symbol;Acc:HGNC:10822]	0.39777148	
NCF2	neutrophil cytosolic factor 2 [Source:HGNC Symbol;Acc:HGNC:7661]	0.39776924	
PSCA	prostate stem cell antigen [Source:HGNC Symbol;Acc:HGNC:9500]	0.3974774	
IQCD	IQ motif containing D [Source:HGNC Symbol;Acc:HGNC:25168]	0.39734298	
DSC3	desmocollin 3 [Source:HGNC Symbol;Acc:HGNC:3037]	0.3972945	
LY75	lymphocyte antigen 75 [Source:HGNC Symbol;Acc:HGNC:6729]	0.39728954	
KCNJ1	potassium inwardly rectifying channel subfamily J member 1 [Source:HGNC Symbol;Acc:HGNC:6255]	0.39728045	
DMAC1	distal membrane arm assembly component 1 [Source:HGNC Symbol;Acc:HGNC:30536]	0.3971734	
PTPN12	protein tyrosine phosphatase non-receptor type 12 [Source:HGNC Symbol;Acc:HGNC:9645]	0.39705718	
PIGX	phosphatidylinositol glycan anchor biosynthesis class X [Source:HGNC Symbol;Acc:HGNC:26046]	0.3968666	
ODAD1	outer dynein arm docking complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:26560]	0.39671052	
FER1L5	fer-1 like family member 5 [Source:HGNC Symbol;Acc:HGNC:19044]	0.39651924	
COMP	cartilage oligomeric matrix protein [Source:HGNC Symbol;Acc:HGNC:2227]	0.39638814	
HAL	histidine ammonia-lyase [Source:HGNC Symbol;Acc:HGNC:4806]	0.39632335	
EAF1	ELL associated factor 1 [Source:HGNC Symbol;Acc:HGNC:20907]	0.3962599	
