NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_REGULATION_OF_LEUKOCYTE_DEGRANULATION	46	37		
GOBP_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION	345	248		
GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	263	180		
GOBP_REGULATION_OF_LEUKOCYTE_MIGRATION	233	186		
GOBP_REGULATION_OF_LEUKOCYTE_PROLIFERATION	284	207		
GOBP_REGULATION_OF_LEUKOCYTE_TETHERING_OR_ROLLING	16		Rejected!	
GOBP_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	201	153		
GOBP_REGULATION_OF_LIPID_CATABOLIC_PROCESS	65	46		
GOBP_REGULATION_OF_LIPID_LOCALIZATION	185	128		
GOBP_REGULATION_OF_LIPID_METABOLIC_PROCESS	352	265		
GOBP_REGULATION_OF_LIPID_STORAGE	51	37		
GOBP_REGULATION_OF_LIPID_TRANSPORT	157	108		
GOBP_REGULATION_OF_LIPOPHAGY	5		Rejected!	
GOBP_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY	31	22		
GOBP_REGULATION_OF_LIPOPROTEIN_METABOLIC_PROCESS	14		Rejected!	
GOBP_REGULATION_OF_LIPOPROTEIN_PARTICLE_CLEARANCE	38		Rejected!	
GOBP_REGULATION_OF_LIPOPROTEIN_TRANSPORT	5		Rejected!	
GOBP_REGULATION_OF_LOCOMOTION	1185		Rejected!	
GOBP_REGULATION_OF_LOCOMOTION_INVOLVED_IN_LOCOMOTORY_BEHAVIOR	6		Rejected!	
GOBP_REGULATION_OF_LONG_CHAIN_FATTY_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE	6		Rejected!	
GOBP_REGULATION_OF_LONG_CHAIN_FATTY_ACID_IMPORT_INTO_CELL	8		Rejected!	
GOBP_REGULATION_OF_LONG_TERM_NEURONAL_SYNAPTIC_PLASTICITY	26	23		
GOBP_REGULATION_OF_LONG_TERM_SYNAPTIC_DEPRESSION	15		Rejected!	
GOBP_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION	45	39		
GOBP_REGULATION_OF_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE	24		Rejected!	
GOBP_REGULATION_OF_LUNG_BLOOD_PRESSURE	5		Rejected!	
GOBP_REGULATION_OF_LUTEINIZING_HORMONE_SECRETION	6		Rejected!	
GOBP_REGULATION_OF_LYMPHANGIOGENESIS	7		Rejected!	
GOBP_REGULATION_OF_LYMPHOCYTE_ACTIVATION	530	395		
GOBP_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS	64	49		
GOBP_REGULATION_OF_LYMPHOCYTE_CHEMOTAXIS	25	16		
GOBP_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION	228	166		
GOBP_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	202	134		
GOBP_REGULATION_OF_LYMPHOCYTE_MIGRATION	72	52		
GOBP_REGULATION_OF_LYMPHOID_PROGENITOR_CELL_DIFFERENTIATION	12		Rejected!	
GOBP_REGULATION_OF_LYSOSOMAL_LUMEN_PH	32	29		
GOBP_REGULATION_OF_LYSOSOME_ORGANIZATION	13		Rejected!	
GOBP_REGULATION_OF_LYSOSOME_SIZE	9		Rejected!	
GOBP_REGULATION_OF_L_GLUTAMATE_IMPORT_ACROSS_PLASMA_MEMBRANE	9		Rejected!	
GOBP_REGULATION_OF_MACROAUTOPHAGY	195	177		
GOBP_REGULATION_OF_MACROPHAGE_ACTIVATION	62	44		
GOBP_REGULATION_OF_MACROPHAGE_APOPTOTIC_PROCESS	10		Rejected!	
GOBP_REGULATION_OF_MACROPHAGE_CHEMOTAXIS	30	26		
GOBP_REGULATION_OF_MACROPHAGE_DIFFERENTIATION	27	19		
GOBP_REGULATION_OF_MACROPHAGE_FUSION	5		Rejected!	
GOBP_REGULATION_OF_MACROPHAGE_MIGRATION	48	39		
GOBP_REGULATION_OF_MACROPHAGE_PROLIFERATION	7		Rejected!	
GOBP_REGULATION_OF_MAINTENANCE_OF_SISTER_CHROMATID_COHESION	9		Rejected!	
GOBP_REGULATION_OF_MALE_GONAD_DEVELOPMENT	9		Rejected!	
GOBP_REGULATION_OF_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION	16	15		
GOBP_REGULATION_OF_MAP_KINASE_ACTIVITY	70	56		
GOBP_REGULATION_OF_MAST_CELL_ACTIVATION	19		Rejected!	
GOBP_REGULATION_OF_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	5		Rejected!	
GOBP_REGULATION_OF_MAST_CELL_APOPTOTIC_PROCESS	5		Rejected!	
GOBP_REGULATION_OF_MAST_CELL_CHEMOTAXIS	8		Rejected!	
GOBP_REGULATION_OF_MAST_CELL_DEGRANULATION	29	24		
GOBP_REGULATION_OF_MATRIX_METALLOPEPTIDASE_SECRETION	13		Rejected!	
GOBP_REGULATION_OF_MDA_5_SIGNALING_PATHWAY	7		Rejected!	
GOBP_REGULATION_OF_MEGAKARYOCYTE_DIFFERENTIATION	38	27		
GOBP_REGULATION_OF_MEIOSIS_I	6		Rejected!	
GOBP_REGULATION_OF_MEIOTIC_CELL_CYCLE	70	60		
GOBP_REGULATION_OF_MEIOTIC_CELL_CYCLE_PHASE_TRANSITION	14		Rejected!	
GOBP_REGULATION_OF_MEIOTIC_NUCLEAR_DIVISION	35	26		
GOBP_REGULATION_OF_MELANOCYTE_DIFFERENTIATION	6		Rejected!	
GOBP_REGULATION_OF_MEMBRANE_DEPOLARIZATION	53	44		
GOBP_REGULATION_OF_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL	8		Rejected!	
GOBP_REGULATION_OF_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	6		Rejected!	
GOBP_REGULATION_OF_MEMBRANE_HYPERPOLARIZATION	5		Rejected!	
GOBP_REGULATION_OF_MEMBRANE_INVAGINATION	15		Rejected!	
GOBP_REGULATION_OF_MEMBRANE_LIPID_DISTRIBUTION	66	57		
GOBP_REGULATION_OF_MEMBRANE_LIPID_METABOLIC_PROCESS	22		Rejected!	
GOBP_REGULATION_OF_MEMBRANE_PERMEABILITY	75	59		
GOBP_REGULATION_OF_MEMBRANE_POTENTIAL	474	389		
GOBP_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS	28	23		
GOBP_REGULATION_OF_MEMBRANE_REPOLARIZATION	41	30		
GOBP_REGULATION_OF_MEMBRANE_REPOLARIZATION_DURING_ACTION_POTENTIAL	12		Rejected!	
GOBP_REGULATION_OF_MEMBRANE_REPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	9		Rejected!	
GOBP_REGULATION_OF_MEMBRANE_REPOLARIZATION_DURING_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	7		Rejected!	
GOBP_REGULATION_OF_MEMBRANE_TUBULATION	5		Rejected!	
GOBP_REGULATION_OF_MESENCHYMAL_CELL_PROLIFERATION	35	31		
GOBP_REGULATION_OF_MESENCHYMAL_STEM_CELL_DIFFERENTIATION	11		Rejected!	
GOBP_REGULATION_OF_MESENCHYMAL_STEM_CELL_PROLIFERATION	10		Rejected!	
GOBP_REGULATION_OF_MESENCHYMAL_TO_EPITHELIAL_TRANSITION_INVOLVED_IN_METANEPHROS_MORPHOGENESIS	7		Rejected!	
GOBP_REGULATION_OF_MESODERMAL_CELL_DIFFERENTIATION	10		Rejected!	
GOBP_REGULATION_OF_MESODERMAL_CELL_FATE_SPECIFICATION	6		Rejected!	
GOBP_REGULATION_OF_MESODERM_DEVELOPMENT	7		Rejected!	
GOBP_REGULATION_OF_MESONEPHROS_DEVELOPMENT	5		Rejected!	
GOBP_REGULATION_OF_METALLOPEPTIDASE_ACTIVITY	5		Rejected!	
GOBP_REGULATION_OF_METANEPHROS_DEVELOPMENT	6		Rejected!	
GOBP_REGULATION_OF_METAPHASE_PLATE_CONGRESSION	15		Rejected!	
GOBP_REGULATION_OF_MICROGLIAL_CELL_ACTIVATION	20		Rejected!	
GOBP_REGULATION_OF_MICROTUBULE_BASED_MOVEMENT	61	47		
GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS	278	245		
GOBP_REGULATION_OF_MICROTUBULE_CYTOSKELETON_ORGANIZATION	171	152		
GOBP_REGULATION_OF_MICROTUBULE_DEPOLYMERIZATION	38	32		
GOBP_REGULATION_OF_MICROTUBULE_NUCLEATION	19	17		
GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION	67	58		
GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	104	91		
GOBP_REGULATION_OF_MICROVILLUS_ASSEMBLY	6		Rejected!	
GOBP_REGULATION_OF_MICROVILLUS_LENGTH	7		Rejected!	
GOBP_REGULATION_OF_MICROVILLUS_ORGANIZATION	13		Rejected!	
GOBP_REGULATION_OF_MIRNA_CATABOLIC_PROCESS	11		Rejected!	
GOBP_REGULATION_OF_MIRNA_METABOLIC_PROCESS	92	66		
GOBP_REGULATION_OF_MITOCHONDRIAL_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT	7		Rejected!	
GOBP_REGULATION_OF_MITOCHONDRIAL_DEPOLARIZATION	22	19		
GOBP_REGULATION_OF_MITOCHONDRIAL_DNA_METABOLIC_PROCESS	6		Rejected!	
GOBP_REGULATION_OF_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE	6		Rejected!	
GOBP_REGULATION_OF_MITOCHONDRIAL_FISSION	31	28		
GOBP_REGULATION_OF_MITOCHONDRIAL_FUSION	15		Rejected!	
GOBP_REGULATION_OF_MITOCHONDRIAL_GENE_EXPRESSION	35	34		
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY	59	48		
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS	49	39		
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL	78	69		
GOBP_REGULATION_OF_MITOCHONDRIAL_MRNA_STABILITY	7		Rejected!	
GOBP_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	25	22		
GOBP_REGULATION_OF_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS	5		Rejected!	
GOBP_REGULATION_OF_MITOCHONDRIAL_TRANSCRIPTION	9		Rejected!	
GOBP_REGULATION_OF_MITOCHONDRIAL_TRANSLATION	26	25		
GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION	118	106		
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE	528	439		
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION	358	286		
GOBP_REGULATION_OF_MITOTIC_CENTROSOME_SEPARATION	9		Rejected!	
GOBP_REGULATION_OF_MITOTIC_CYTOKINESIS	16	15		
GOBP_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION	120	108		
GOBP_REGULATION_OF_MITOTIC_RECOMBINATION	7		Rejected!	
GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION	57	52		
GOBP_REGULATION_OF_MITOTIC_SPINDLE_ASSEMBLY	25	22		
GOBP_REGULATION_OF_MODIFICATION_OF_POSTSYNAPTIC_ACTIN_CYTOSKELETON	7		Rejected!	
GOBP_REGULATION_OF_MODIFICATION_OF_POSTSYNAPTIC_STRUCTURE	15	15		
GOBP_REGULATION_OF_MODIFICATION_OF_SYNAPTIC_STRUCTURE	20	20		
GOBP_REGULATION_OF_MOLECULAR_FUNCTION	1023		Rejected!	
GOBP_REGULATION_OF_MONOATOMIC_ANION_TRANSPORT	15		Rejected!	
GOBP_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT	321	250		
GOBP_REGULATION_OF_MONOATOMIC_ION_TRANSPORT	452	354		
GOBP_REGULATION_OF_MONOCYTE_CHEMOTAXIS	32	22		
GOBP_REGULATION_OF_MONOCYTE_DIFFERENTIATION	20	17		
GOBP_REGULATION_OF_MONOCYTE_EXTRAVASATION	7		Rejected!	
GOBP_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION	150	115		
GOBP_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM	69	63		
GOBP_REGULATION_OF_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE	55	50		
GOBP_REGULATION_OF_MOTOR_NEURON_APOPTOTIC_PROCESS	15		Rejected!	
GOBP_REGULATION_OF_MRNA_3_END_PROCESSING	10		Rejected!	
GOBP_REGULATION_OF_MRNA_CATABOLIC_PROCESS	293	160		
GOBP_REGULATION_OF_MRNA_EXPORT_FROM_NUCLEUS	10		Rejected!	
GOBP_REGULATION_OF_MRNA_METABOLIC_PROCESS	407	257		
GOBP_REGULATION_OF_MRNA_PROCESSING	134	115		
GOBP_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME	112	97		
GOBP_REGULATION_OF_MUCUS_SECRETION	8		Rejected!	
GOBP_REGULATION_OF_MULTICELLULAR_ORGANISMAL_DEVELOPMENT	1513		Rejected!	
GOBP_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH	68	53		
GOBP_REGULATION_OF_MUSCLE_ADAPTATION	99	70		
GOBP_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION	170	122		
GOBP_REGULATION_OF_MUSCLE_CONTRACTION	179	137		
GOBP_REGULATION_OF_MUSCLE_HYPERTROPHY	76	55		
GOBP_REGULATION_OF_MUSCLE_ORGAN_DEVELOPMENT	45	34		
GOBP_REGULATION_OF_MUSCLE_SYSTEM_PROCESS	262	196		
GOBP_REGULATION_OF_MYD88_DEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	5		Rejected!	
GOBP_REGULATION_OF_MYELINATION	48	44		
GOBP_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS	34	22		
GOBP_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION	228	162		
GOBP_REGULATION_OF_MYELOID_DENDRITIC_CELL_ACTIVATION	6		Rejected!	
GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION	132	92		
GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	58	44		
GOBP_REGULATION_OF_MYOBLAST_DIFFERENTIATION	77	59		
GOBP_REGULATION_OF_MYOBLAST_FUSION	21	15		
GOBP_REGULATION_OF_MYOBLAST_PROLIFERATION	27		Rejected!	
GOBP_REGULATION_OF_MYOFIBROBLAST_DIFFERENTIATION	10		Rejected!	
GOBP_REGULATION_OF_MYOTUBE_DIFFERENTIATION	49	33		
GOBP_REGULATION_OF_NADP_METABOLIC_PROCESS	8		Rejected!	
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION	45	29		
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_CHEMOTAXIS	8		Rejected!	
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_DEGRANULATION	5		Rejected!	
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_DIFFERENTIATION	15		Rejected!	
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL	10		Rejected!	
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	59	36		
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_PROLIFERATION	14		Rejected!	
GOBP_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	458	393		
GOBP_REGULATION_OF_NERVOUS_SYSTEM_PROCESS	124	99		
GOBP_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION	96	85		
GOBP_REGULATION_OF_NEUROBLAST_PROLIFERATION	47	42		
GOBP_REGULATION_OF_NEUROFIBRILLARY_TANGLE_ASSEMBLY	7		Rejected!	
GOBP_REGULATION_OF_NEUROGENESIS	374	318		
GOBP_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE	42	23		
GOBP_REGULATION_OF_NEUROMUSCULAR_JUNCTION_DEVELOPMENT	12		Rejected!	
GOBP_REGULATION_OF_NEURONAL_ACTION_POTENTIAL	5		Rejected!	
GOBP_REGULATION_OF_NEURONAL_SYNAPTIC_PLASTICITY	61	53		
GOBP_REGULATION_OF_NEURON_APOPTOTIC_PROCESS	264	224		
GOBP_REGULATION_OF_NEURON_DIFFERENTIATION	199	176		
GOBP_REGULATION_OF_NEURON_MATURATION	9		Rejected!	
GOBP_REGULATION_OF_NEURON_MIGRATION	53	48		
GOBP_REGULATION_OF_NEURON_PROJECTION_ARBORIZATION	15		Rejected!	
GOBP_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	447	393		
GOBP_REGULATION_OF_NEURON_PROJECTION_REGENERATION	33	25		
GOBP_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	19	17		
GOBP_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_LOCALIZATION_TO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	19	17		
GOBP_REGULATION_OF_NEUROTRANSMITTER_SECRETION	90	81		
GOBP_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	108	99		
GOBP_REGULATION_OF_NEUROTRANSMITTER_UPTAKE	20	19		
GOBP_REGULATION_OF_NEUROTROPHIN_TRK_RECEPTOR_SIGNALING_PATHWAY	11		Rejected!	
GOBP_REGULATION_OF_NEUTROPHIL_ACTIVATION	12		Rejected!	
GOBP_REGULATION_OF_NEUTROPHIL_CHEMOTAXIS	33	26		
GOBP_REGULATION_OF_NEUTROPHIL_DEGRANULATION	7		Rejected!	
GOBP_REGULATION_OF_NEUTROPHIL_EXTRAVASATION	8		Rejected!	
GOBP_REGULATION_OF_NEUTROPHIL_MEDIATED_CYTOTOXICITY	6		Rejected!	
GOBP_REGULATION_OF_NEUTROPHIL_MIGRATION	45	34		
GOBP_REGULATION_OF_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION	10		Rejected!	
GOBP_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS	69	49		
GOBP_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_ACTIVITY	8		Rejected!	
GOBP_REGULATION_OF_NK_T_CELL_ACTIVATION	12		Rejected!	
GOBP_REGULATION_OF_NK_T_CELL_DIFFERENTIATION	6		Rejected!	
GOBP_REGULATION_OF_NK_T_CELL_PROLIFERATION	7		Rejected!	
GOBP_REGULATION_OF_NODAL_SIGNALING_PATHWAY	8		Rejected!	
GOBP_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION	111	83		
GOBP_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY	26	25		
GOBP_REGULATION_OF_NON_MOTILE_CILIUM_ASSEMBLY	12		Rejected!	
GOBP_REGULATION_OF_NOTCH_SIGNALING_PATHWAY	105	88		
GOBP_REGULATION_OF_NUCLEAR_CELL_CYCLE_DNA_REPLICATION	14		Rejected!	
GOBP_REGULATION_OF_NUCLEAR_DIVISION	148	127		
GOBP_REGULATION_OF_NUCLEAR_RECEPTOR_MEDIATED_GLUCOCORTICOID_SIGNALING_PATHWAY	9		Rejected!	
GOBP_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY	23	18		
GOBP_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	14		Rejected!	
GOBP_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING	15		Rejected!	
GOBP_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	19	16		
GOBP_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	120	112		
GOBP_REGULATION_OF_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_SIGNALING_PATHWAY	15		Rejected!	
GOBP_REGULATION_OF_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_2_SIGNALING_PATHWAY	10		Rejected!	
GOBP_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	25	16		
GOBP_REGULATION_OF_NUCLEOTIDE_EXCISION_REPAIR	29	25		
GOBP_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS	90	71		
GOBP_REGULATION_OF_ODONTOBLAST_DIFFERENTIATION	11		Rejected!	
GOBP_REGULATION_OF_ODONTOGENESIS	18	18		
GOBP_REGULATION_OF_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH	11		Rejected!	
GOBP_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION	44	40		
GOBP_REGULATION_OF_OOCYTE_MATURATION	7		Rejected!	
GOBP_REGULATION_OF_OPSIN_MEDIATED_SIGNALING_PATHWAY	10		Rejected!	
GOBP_REGULATION_OF_OPSONIZATION	11		Rejected!	
GOBP_REGULATION_OF_ORGANELLE_ASSEMBLY	258	229		
GOBP_REGULATION_OF_ORGANELLE_ORGANIZATION	1208		Rejected!	
GOBP_REGULATION_OF_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE	9		Rejected!	
GOBP_REGULATION_OF_ORGANIC_ACID_TRANSPORT	72	57		
GOBP_REGULATION_OF_ORGAN_GROWTH	104	69		
GOBP_REGULATION_OF_OSSIFICATION	127	107		
GOBP_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION	160	117		
GOBP_REGULATION_OF_OSTEOBLAST_PROLIFERATION	30	23		
GOBP_REGULATION_OF_OSTEOCLAST_DEVELOPMENT	11		Rejected!	
GOBP_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION	74	47		
GOBP_REGULATION_OF_OSTEOCLAST_PROLIFERATION	7		Rejected!	
GOBP_REGULATION_OF_OVARIAN_FOLLICLE_DEVELOPMENT	6		Rejected!	
GOBP_REGULATION_OF_OXIDATIVE_PHOSPHORYLATION	24	21		
GOBP_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	48	34		
GOBP_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY	28	21		
GOBP_REGULATION_OF_P38MAPK_CASCADE	45	32		
GOBP_REGULATION_OF_PANCREATIC_JUICE_SECRETION	7		Rejected!	
GOBP_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	200	151		
GOBP_REGULATION_OF_PENTOSE_PHOSPHATE_SHUNT	6		Rejected!	
GOBP_REGULATION_OF_PEPTIDASE_ACTIVITY	32	27		
GOBP_REGULATION_OF_PEPTIDE_TRANSPORT	217	171		
GOBP_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION	31	23		
GOBP_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION	15		Rejected!	
GOBP_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION	84	68		
GOBP_REGULATION_OF_PERK_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	16		Rejected!	
GOBP_REGULATION_OF_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY	20		Rejected!	
GOBP_REGULATION_OF_PH	105	90		
GOBP_REGULATION_OF_PHAGOCYTOSIS	106	79		
GOBP_REGULATION_OF_PHENOTYPIC_SWITCHING	6		Rejected!	
GOBP_REGULATION_OF_PHOSPHATASE_ACTIVITY	9		Rejected!	
GOBP_REGULATION_OF_PHOSPHATE_TRANSPORT	8		Rejected!	
GOBP_REGULATION_OF_PHOSPHATIDYLCHOLINE_BIOSYNTHETIC_PROCESS	5		Rejected!	
GOBP_REGULATION_OF_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS	10		Rejected!	
GOBP_REGULATION_OF_PHOSPHATIDYLINOSITOL_BIOSYNTHETIC_PROCESS	5		Rejected!	
GOBP_REGULATION_OF_PHOSPHATIDYLINOSITOL_DEPHOSPHORYLATION	5		Rejected!	
GOBP_REGULATION_OF_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	9		Rejected!	
GOBP_REGULATION_OF_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS	19	16		
GOBP_REGULATION_OF_PHOSPHOLIPID_CATABOLIC_PROCESS	7		Rejected!	
GOBP_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS	37	31		
GOBP_REGULATION_OF_PHOSPHOLIPID_TRANSLOCATION	6		Rejected!	
GOBP_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	611		Rejected!	
GOBP_REGULATION_OF_PHOSPHORYLATION	461	392		
GOBP_REGULATION_OF_PHOTORECEPTOR_CELL_DIFFERENTIATION	7		Rejected!	
GOBP_REGULATION_OF_PIGMENTATION	17	15		
GOBP_REGULATION_OF_PIGMENT_CELL_DIFFERENTIATION	8		Rejected!	
GOBP_REGULATION_OF_PINOCYTOSIS	12		Rejected!	
GOBP_REGULATION_OF_PLASMA_CELL_DIFFERENTIATION	6		Rejected!	
GOBP_REGULATION_OF_PLASMA_LIPOPROTEIN_PARTICLE_LEVELS	103	62		
GOBP_REGULATION_OF_PLASMA_MEMBRANE_ORGANIZATION	17	15		
GOBP_REGULATION_OF_PLASMA_MEMBRANE_REPAIR	7		Rejected!	
GOBP_REGULATION_OF_PLASMINOGEN_ACTIVATION	17	16		
GOBP_REGULATION_OF_PLATELET_ACTIVATION	55	49		
GOBP_REGULATION_OF_PLATELET_AGGREGATION	31	29		
GOBP_REGULATION_OF_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_ALPHA_SIGNALING_PATHWAY	5		Rejected!	
GOBP_REGULATION_OF_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_BETA_SIGNALING_PATHWAY	8		Rejected!	
GOBP_REGULATION_OF_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	27	23		
GOBP_REGULATION_OF_PODOSOME_ASSEMBLY	14		Rejected!	
GOBP_REGULATION_OF_POLYAMINE_TRANSMEMBRANE_TRANSPORT	5		Rejected!	
GOBP_REGULATION_OF_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS	40	30		
GOBP_REGULATION_OF_POLYSACCHARIDE_METABOLIC_PROCESS	49	38		
GOBP_REGULATION_OF_POSITIVE_CHEMOTAXIS	26	22		
GOBP_REGULATION_OF_POSTSYNAPSE_ASSEMBLY	45	42		
GOBP_REGULATION_OF_POSTSYNAPSE_ORGANIZATION	144	127		
GOBP_REGULATION_OF_POSTSYNAPTIC_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	9		Rejected!	
GOBP_REGULATION_OF_POSTSYNAPTIC_DENSITY_ASSEMBLY	16		Rejected!	
GOBP_REGULATION_OF_POSTSYNAPTIC_DENSITY_ORGANIZATION	21	16		
GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_NEUROTRANSMITTER_RECEPTOR_LEVELS	121	108		
GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	152	128		
GOBP_REGULATION_OF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION	26	23		
GOBP_REGULATION_OF_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY	20	15		
