NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_OSTEOBLAST_DEVELOPMENT	18	15		
GOBP_OSTEOBLAST_DIFFERENTIATION	267	204		
GOBP_OSTEOBLAST_PROLIFERATION	36	28		
GOBP_OSTEOCLAST_DIFFERENTIATION	116	83		
GOBP_OSTEOCLAST_FUSION	6		Rejected!	
GOBP_OSTEOCLAST_PROLIFERATION	12		Rejected!	
GOBP_OTIC_VESICLE_DEVELOPMENT	16	15		
GOBP_OTIC_VESICLE_FORMATION	8		Rejected!	
GOBP_OTIC_VESICLE_MORPHOGENESIS	10		Rejected!	
GOBP_OTOLITH_DEVELOPMENT	10		Rejected!	
GOBP_OTOLITH_MORPHOGENESIS	5		Rejected!	
GOBP_OUTER_DYNEIN_ARM_ASSEMBLY	23	20		
GOBP_OUTER_EAR_MORPHOGENESIS	9		Rejected!	
GOBP_OUTFLOW_TRACT_MORPHOGENESIS	86	74		
GOBP_OUTFLOW_TRACT_SEPTUM_MORPHOGENESIS	28	24		
GOBP_OVARIAN_FOLLICLE_DEVELOPMENT	62	54		
GOBP_OVIDUCT_DEVELOPMENT	6		Rejected!	
GOBP_OVULATION	17	15		
GOBP_OVULATION_CYCLE	68	58		
GOBP_OVULATION_CYCLE_PROCESS	50	41		
GOBP_OVULATION_FROM_OVARIAN_FOLLICLE	10		Rejected!	
GOBP_OXALATE_TRANSPORT	12		Rejected!	
GOBP_OXALOACETATE_METABOLIC_PROCESS	11		Rejected!	
GOBP_OXIDATIVE_DEMETHYLATION	10		Rejected!	
GOBP_OXIDATIVE_PHOSPHORYLATION	151	128		
GOBP_OXYGEN_METABOLIC_PROCESS	8		Rejected!	
GOBP_OXYGEN_TRANSPORT	15		Rejected!	
GOBP_O_GLYCAN_PROCESSING	39	32		
GOBP_P38MAPK_CASCADE	60	42		
GOBP_PALLIUM_DEVELOPMENT	197	175		
GOBP_PANCREAS_DEVELOPMENT	81	69		
GOBP_PANCREATIC_A_CELL_DIFFERENTIATION	10		Rejected!	
GOBP_PANCREATIC_JUICE_SECRETION	11		Rejected!	
GOBP_PANTOTHENATE_METABOLIC_PROCESS	7		Rejected!	
GOBP_PARACELLULAR_TRANSPORT	7		Rejected!	
GOBP_PARACRINE_SIGNALING	7		Rejected!	
GOBP_PARALLEL_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	7		Rejected!	
GOBP_PARANODAL_JUNCTION_ASSEMBLY	6		Rejected!	
GOBP_PARASYMPATHETIC_NERVOUS_SYSTEM_DEVELOPMENT	19	16		
GOBP_PARATHYROID_GLAND_DEVELOPMENT	7		Rejected!	
GOBP_PARAXIAL_MESODERM_DEVELOPMENT	20	16		
GOBP_PARAXIAL_MESODERM_FORMATION	7		Rejected!	
GOBP_PARAXIAL_MESODERM_MORPHOGENESIS	11		Rejected!	
GOBP_PARENTAL_BEHAVIOR	16		Rejected!	
GOBP_PARTURITION	14		Rejected!	
GOBP_PATTERN_SPECIFICATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	8		Rejected!	
GOBP_PATTERN_SPECIFICATION_PROCESS	484	420		
GOBP_PENETRATION_OF_ZONA_PELLUCIDA	11		Rejected!	
GOBP_PENILE_ERECTION	5		Rejected!	
GOBP_PENTOSE_METABOLIC_PROCESS	13		Rejected!	
GOBP_PENTOSE_PHOSPHATE_SHUNT	20	17		
GOBP_PENTOSE_PHOSPHATE_SHUNT_NON_OXIDATIVE_BRANCH	6		Rejected!	
GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_CLASS_II_PROTEIN_COMPLEX	16		Rejected!	
GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_CLASS_I_PROTEIN_COMPLEX	6		Rejected!	
GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_PROTEIN_COMPLEX	21	16		
GOBP_PEPTIDE_BIOSYNTHETIC_PROCESS	26	23		
GOBP_PEPTIDE_CATABOLIC_PROCESS	20	18		
GOBP_PEPTIDE_CROSS_LINKING	21		Rejected!	
GOBP_PEPTIDE_METABOLIC_PROCESS	65	55		
GOBP_PEPTIDE_MODIFICATION	8		Rejected!	
GOBP_PEPTIDE_TRANSPORT	291	233		
GOBP_PEPTIDOGLYCAN_METABOLIC_PROCESS	6		Rejected!	
GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION	440	371		
GOBP_PEPTIDYL_ARGININE_METHYLATION	5		Rejected!	
GOBP_PEPTIDYL_CYSTEINE_MODIFICATION	22	19		
GOBP_PEPTIDYL_GLUTAMIC_ACID_MODIFICATION	21	18		
GOBP_PEPTIDYL_HISTIDINE_MODIFICATION	9		Rejected!	
GOBP_PEPTIDYL_LYSINE_ACETYLATION	16		Rejected!	
GOBP_PEPTIDYL_LYSINE_DEACETYLATION	5		Rejected!	
GOBP_PEPTIDYL_LYSINE_DIMETHYLATION	5		Rejected!	
GOBP_PEPTIDYL_LYSINE_HYDROXYLATION	8		Rejected!	
GOBP_PEPTIDYL_LYSINE_METHYLATION	18	16		
GOBP_PEPTIDYL_LYSINE_MODIFICATION	130	107		
GOBP_PEPTIDYL_LYSINE_MONOMETHYLATION	7		Rejected!	
GOBP_PEPTIDYL_LYSINE_TRIMETHYLATION	7		Rejected!	
GOBP_PEPTIDYL_L_CYSTEINE_S_PALMITOYLATION	15		Rejected!	
GOBP_PEPTIDYL_PROLINE_MODIFICATION	8		Rejected!	
GOBP_PEPTIDYL_SERINE_AUTOPHOSPHORYLATION	6		Rejected!	
GOBP_PEPTIDYL_SERINE_MODIFICATION	93	78		
GOBP_PEPTIDYL_THREONINE_DEPHOSPHORYLATION	10		Rejected!	
GOBP_PEPTIDYL_THREONINE_MODIFICATION	50	42		
GOBP_PEPTIDYL_THREONINE_PHOSPHORYLATION	40	35		
GOBP_PEPTIDYL_TYROSINE_AUTOPHOSPHORYLATION	11		Rejected!	
GOBP_PEPTIDYL_TYROSINE_DEPHOSPHORYLATION	22	17		
GOBP_PEPTIDYL_TYROSINE_MODIFICATION	131	111		
GOBP_PERICARDIUM_DEVELOPMENT	18	15		
GOBP_PERICARDIUM_MORPHOGENESIS	8		Rejected!	
GOBP_PERICENTRIC_HETEROCHROMATIN_FORMATION	5		Rejected!	
GOBP_PERICYTE_CELL_DIFFERENTIATION	12		Rejected!	
GOBP_PERIPHERAL_NERVOUS_SYSTEM_AXON_ENSHEATHMENT	30	28		
GOBP_PERIPHERAL_NERVOUS_SYSTEM_AXON_REGENERATION	10		Rejected!	
GOBP_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT	89	79		
GOBP_PERIPHERAL_NERVOUS_SYSTEM_MYELIN_MAINTENANCE	9		Rejected!	
GOBP_PERIPHERAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION	16	15		
GOBP_PERISTALSIS	11		Rejected!	
GOBP_PERK_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	24	21		
GOBP_PEROXISOMAL_TRANSPORT	22	22		
GOBP_PEROXISOME_FISSION	12		Rejected!	
GOBP_PEROXISOME_ORGANIZATION	39	35		
GOBP_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY	30	23		
GOBP_PHAGOCYTOSIS	244	190		
GOBP_PHAGOCYTOSIS_ENGULFMENT	48	36		
GOBP_PHAGOCYTOSIS_RECOGNITION	29	21		
GOBP_PHAGOLYSOSOME_ASSEMBLY	19	19		
GOBP_PHAGOSOME_ACIDIFICATION	7		Rejected!	
GOBP_PHAGOSOME_LYSOSOME_FUSION	14		Rejected!	
GOBP_PHAGOSOME_MATURATION	31	29		
GOBP_PHARYNGEAL_ARCH_ARTERY_MORPHOGENESIS	11		Rejected!	
GOBP_PHARYNGEAL_SYSTEM_DEVELOPMENT	32	27		
GOBP_PHASIC_SMOOTH_MUSCLE_CONTRACTION	23	18		
GOBP_PHENOL_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	49	40		
GOBP_PHENOL_CONTAINING_COMPOUND_CATABOLIC_PROCESS	15		Rejected!	
GOBP_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS	116	92		
GOBP_PHENOTYPIC_SWITCHING	17		Rejected!	
GOBP_PHENYLPROPANOID_METABOLIC_PROCESS	7		Rejected!	
GOBP_PHOSPHAGEN_METABOLIC_PROCESS	5		Rejected!	
GOBP_PHOSPHATE_ION_HOMEOSTASIS	20		Rejected!	
GOBP_PHOSPHATE_ION_TRANSMEMBRANE_TRANSPORT	15		Rejected!	
GOBP_PHOSPHATE_ION_TRANSPORT	27	19		
GOBP_PHOSPHATIDIC_ACID_METABOLIC_PROCESS	39	35		
GOBP_PHOSPHATIDYLCHOLINE_ACYL_CHAIN_REMODELING	15		Rejected!	
GOBP_PHOSPHATIDYLCHOLINE_BIOSYNTHETIC_PROCESS	27	25		
GOBP_PHOSPHATIDYLCHOLINE_CATABOLIC_PROCESS	16		Rejected!	
GOBP_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS	75	62		
GOBP_PHOSPHATIDYLETHANOLAMINE_ACYL_CHAIN_REMODELING	12		Rejected!	
GOBP_PHOSPHATIDYLETHANOLAMINE_BIOSYNTHETIC_PROCESS	9		Rejected!	
GOBP_PHOSPHATIDYLETHANOLAMINE_METABOLIC_PROCESS	28	24		
GOBP_PHOSPHATIDYLGLYCEROL_ACYL_CHAIN_REMODELING	9		Rejected!	
GOBP_PHOSPHATIDYLGLYCEROL_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_PHOSPHATIDYLGLYCEROL_METABOLIC_PROCESS	37	29		
GOBP_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION	341	265		
GOBP_PHOSPHATIDYLINOSITOL_3_PHOSPHATE_BIOSYNTHETIC_PROCESS	23	18		
GOBP_PHOSPHATIDYLINOSITOL_ACYL_CHAIN_REMODELING	6		Rejected!	
GOBP_PHOSPHATIDYLINOSITOL_BIOSYNTHETIC_PROCESS	120	105		
GOBP_PHOSPHATIDYLINOSITOL_DEPHOSPHORYLATION	29	26		
GOBP_PHOSPHATIDYLINOSITOL_MEDIATED_SIGNALING	24	19		
GOBP_PHOSPHATIDYLINOSITOL_METABOLIC_PROCESS	152	133		
GOBP_PHOSPHATIDYLINOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS	56	49		
GOBP_PHOSPHATIDYLSERINE_ACYL_CHAIN_REMODELING	9		Rejected!	
GOBP_PHOSPHATIDYLSERINE_EXPOSURE_ON_APOPTOTIC_CELL_SURFACE	9		Rejected!	
GOBP_PHOSPHATIDYLSERINE_METABOLIC_PROCESS	23	20		
GOBP_PHOSPHOLIPASE_C_ACTIVATING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	8		Rejected!	
GOBP_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY	8		Rejected!	
GOBP_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	147	122		
GOBP_PHOSPHOLIPASE_C_ACTIVATING_SEROTONIN_RECEPTOR_SIGNALING_PATHWAY	6		Rejected!	
GOBP_PHOSPHOLIPASE_C_PROTEIN_KINASE_C_SIGNAL_TRANSDUCTION	13		Rejected!	
GOBP_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS	247	220		
GOBP_PHOSPHOLIPID_CATABOLIC_PROCESS	56	44		
GOBP_PHOSPHOLIPID_DEPHOSPHORYLATION	43	39		
GOBP_PHOSPHOLIPID_EFFLUX	14		Rejected!	
GOBP_PHOSPHOLIPID_HOMEOSTASIS	17		Rejected!	
GOBP_PHOSPHOLIPID_METABOLIC_PROCESS	383	326		
GOBP_PHOSPHOLIPID_TRANSLOCATION	56	49		
GOBP_PHOSPHOLIPID_TRANSPORT	108	88		
GOBP_PHOSPHORUS_METABOLIC_PROCESS	1900		Rejected!	
GOBP_PHOSPHORYLATION	797		Rejected!	
GOBP_PHOTOPERIODISM	29	24		
GOBP_PHOTORECEPTOR_CELL_DEVELOPMENT	54	47		
GOBP_PHOTORECEPTOR_CELL_DIFFERENTIATION	73	64		
GOBP_PHOTORECEPTOR_CELL_MAINTENANCE	45	40		
GOBP_PHOTORECEPTOR_CELL_MORPHOGENESIS	5		Rejected!	
GOBP_PHOTORECEPTOR_CELL_OUTER_SEGMENT_ORGANIZATION	13		Rejected!	
GOBP_PHOTOTRANSDUCTION	55	35		
GOBP_PHOTOTRANSDUCTION_VISIBLE_LIGHT	23	16		
GOBP_PHYLLOQUINONE_METABOLIC_PROCESS	7		Rejected!	
GOBP_PHYSIOLOGICAL_CARDIAC_MUSCLE_HYPERTROPHY	32	23		
GOBP_PH_REDUCTION	7		Rejected!	
GOBP_PIECEMEAL_MICROAUTOPHAGY_OF_THE_NUCLEUS	18	17		
GOBP_PIGMENTATION	115	106		
GOBP_PIGMENT_ACCUMULATION	12		Rejected!	
GOBP_PIGMENT_BIOSYNTHETIC_PROCESS	58	51		
GOBP_PIGMENT_CATABOLIC_PROCESS	11		Rejected!	
GOBP_PIGMENT_CELL_DIFFERENTIATION	35	32		
GOBP_PIGMENT_GRANULE_LOCALIZATION	26	24		
GOBP_PIGMENT_GRANULE_MATURATION	10		Rejected!	
GOBP_PIGMENT_GRANULE_ORGANIZATION	40	39		
GOBP_PIGMENT_METABOLIC_PROCESS	81	65		
GOBP_PINOCYTOSIS	23	23		
GOBP_PIRNA_MEDIATED_HETEROCHROMATIN_FORMATION	16		Rejected!	
GOBP_PIRNA_PROCESSING	22		Rejected!	
GOBP_PITUITARY_GLAND_DEVELOPMENT	43	37		
GOBP_PLACENTA_BLOOD_VESSEL_DEVELOPMENT	34	29		
GOBP_PLACENTA_DEVELOPMENT	161	134		
GOBP_PLASMA_CELL_DIFFERENTIATION	11		Rejected!	
GOBP_PLASMA_LIPOPROTEIN_PARTICLE_CLEARANCE	61	33		
GOBP_PLASMA_MEMBRANE_FUSION	35		Rejected!	
GOBP_PLASMA_MEMBRANE_LACTATE_TRANSPORT	5		Rejected!	
GOBP_PLASMA_MEMBRANE_ORGANIZATION	180	137		
GOBP_PLASMA_MEMBRANE_PHOSPHOLIPID_SCRAMBLING	30	24		
GOBP_PLASMA_MEMBRANE_RAFT_ASSEMBLY	10		Rejected!	
GOBP_PLASMA_MEMBRANE_RAFT_ORGANIZATION	14		Rejected!	
GOBP_PLASMA_MEMBRANE_REPAIR	30	26		
GOBP_PLASMA_MEMBRANE_TO_ENDOSOME_TRANSPORT	9		Rejected!	
GOBP_PLASMA_MEMBRANE_TUBULATION	19	18		
GOBP_PLASMINOGEN_ACTIVATION	26	19		
GOBP_PLATELET_ACTIVATING_FACTOR_METABOLIC_PROCESS	8		Rejected!	
GOBP_PLATELET_ACTIVATION	142	116		
GOBP_PLATELET_AGGREGATION	78	65		
GOBP_PLATELET_DEGRANULATION	8		Rejected!	
GOBP_PLATELET_DENSE_GRANULE_ORGANIZATION	25	24		
GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_ALPHA_SIGNALING_PATHWAY	7		Rejected!	
GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_BETA_SIGNALING_PATHWAY	15		Rejected!	
GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	62	54		
GOBP_PLATELET_MORPHOGENESIS	27	19		
GOBP_PLUS_END_DIRECTED_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE	7		Rejected!	
GOBP_PML_BODY_ORGANIZATION	7		Rejected!	
GOBP_PODOCYTE_CELL_MIGRATION	7		Rejected!	
GOBP_PODOSOME_ASSEMBLY	22	18		
GOBP_POINTED_END_ACTIN_FILAMENT_CAPPING	7		Rejected!	
GOBP_POLARIZED_EPITHELIAL_CELL_DIFFERENTIATION	27	26		
GOBP_POLAR_BODY_EXTRUSION_AFTER_MEIOTIC_DIVISIONS	5		Rejected!	
GOBP_POLYAMINE_BIOSYNTHETIC_PROCESS	14		Rejected!	
GOBP_POLYAMINE_METABOLIC_PROCESS	19	15		
GOBP_POLYAMINE_TRANSPORT	16		Rejected!	
GOBP_POLYKETIDE_METABOLIC_PROCESS	10		Rejected!	
GOBP_POLYOL_BIOSYNTHETIC_PROCESS	62	52		
GOBP_POLYOL_CATABOLIC_PROCESS	10		Rejected!	
GOBP_POLYOL_METABOLIC_PROCESS	109	85		
GOBP_POLYOL_TRANSMEMBRANE_TRANSPORT	11		Rejected!	
GOBP_POLYPRENOL_METABOLIC_PROCESS	10		Rejected!	
GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS	59	46		
GOBP_POLYSACCHARIDE_CATABOLIC_PROCESS	30	25		
GOBP_POLYSACCHARIDE_METABOLIC_PROCESS	108	87		
GOBP_POLY_A_DEPENDENT_SNORNA_3_END_PROCESSING	8		Rejected!	
GOBP_POLY_A_PLUS_MRNA_EXPORT_FROM_NUCLEUS	25	22		
GOBP_POLY_N_ACETYLLACTOSAMINE_METABOLIC_PROCESS	10		Rejected!	
GOBP_PONS_DEVELOPMENT	11		Rejected!	
GOBP_PORE_COMPLEX_ASSEMBLY	20	20		
GOBP_PORPHYRIN_CONTAINING_COMPOUND_METABOLIC_PROCESS	54	45		
GOBP_POSITIVE_CHEMOTAXIS	72	52		
GOBP_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_GENOME_REPLICATION	10		Rejected!	
GOBP_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_PROCESS	21	19		
GOBP_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_TRANSCRIPTION	18		Rejected!	
GOBP_POSITIVE_REGULATION_BY_SYMBIONT_OF_ENTRY_INTO_HOST	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_3_UTR_MEDIATED_MRNA_STABILIZATION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ACROSOME_REACTION	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	62	54		
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION	52	47		
GOBP_POSITIVE_REGULATION_OF_ACTIN_NUCLEATION	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ACTION_POTENTIAL	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ACTIVATED_T_CELL_PROLIFERATION	28	20		
GOBP_POSITIVE_REGULATION_OF_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE	28	19		
GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	136	94		
GOBP_POSITIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ADIPOSE_TISSUE_DEVELOPMENT	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_AGGREPHAGY	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS	31	22		
GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	76	46		
GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION	57	36		
GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_PROLIFERATION	24		Rejected!	
GOBP_POSITIVE_REGULATION_OF_AMIDE_METABOLIC_PROCESS	31	24		
GOBP_POSITIVE_REGULATION_OF_AMINE_METABOLIC_PROCESS	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_AMINE_TRANSPORT	39	31		
GOBP_POSITIVE_REGULATION_OF_AMINO_ACID_TRANSPORT	22	17		
GOBP_POSITIVE_REGULATION_OF_AMYLOID_BETA_CLEARANCE	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_AMYLOID_BETA_FORMATION	21	17		
GOBP_POSITIVE_REGULATION_OF_AMYLOID_FIBRIL_FORMATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	27	23		
GOBP_POSITIVE_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS	35	33		
GOBP_POSITIVE_REGULATION_OF_ANOIKIS	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	28	21		
GOBP_POSITIVE_REGULATION_OF_ANTIMICROBIAL_HUMORAL_RESPONSE	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_APOPTOTIC_CELL_CLEARANCE	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_APOPTOTIC_PROCESS_INVOLVED_IN_DEVELOPMENT	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	154	127		
GOBP_POSITIVE_REGULATION_OF_ARACHIDONATE_SECRETION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ARTERY_MORPHOGENESIS	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ASTROCYTE_DIFFERENTIATION	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ATP_DEPENDENT_ACTIVITY	23	19		
GOBP_POSITIVE_REGULATION_OF_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_AUTOPHAGOSOME_ASSEMBLY	20	18		
GOBP_POSITIVE_REGULATION_OF_AUTOPHAGOSOME_MATURATION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY	162	144		
GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION	27	25		
GOBP_POSITIVE_REGULATION_OF_AXONOGENESIS	77	70		
GOBP_POSITIVE_REGULATION_OF_AXON_EXTENSION	39	36		
GOBP_POSITIVE_REGULATION_OF_AXON_EXTENSION_INVOLVED_IN_AXON_GUIDANCE	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_BEHAVIOR	29	22		
GOBP_POSITIVE_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_BINDING	72	69		
GOBP_POSITIVE_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT	54	44		
GOBP_POSITIVE_REGULATION_OF_BLOOD_BRAIN_BARRIER_PERMEABILITY	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_BLOOD_CIRCULATION	40	35		
GOBP_POSITIVE_REGULATION_OF_BLOOD_PRESSURE	37	25		
GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_BRANCHING	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	80	48		
GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_PROLIFERATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	23		Rejected!	
GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_REMODELING	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY	40	33		
GOBP_POSITIVE_REGULATION_OF_BONE_MINERALIZATION	44	40		
GOBP_POSITIVE_REGULATION_OF_BONE_RESORPTION	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_BROWN_FAT_CELL_DIFFERENTIATION	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_B_CELL_ACTIVATION	87	65		
GOBP_POSITIVE_REGULATION_OF_B_CELL_DIFFERENTIATION	18		Rejected!	
GOBP_POSITIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY	43	27		
GOBP_POSITIVE_REGULATION_OF_B_CELL_PROLIFERATION	47	35		
GOBP_POSITIVE_REGULATION_OF_B_CELL_RECEPTOR_SIGNALING_PATHWAY	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING	21	15		
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS	18	15		
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_IMPORT	27	20		
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	72	58		
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	16	16		
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT	110	86		
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING	59	42		
GOBP_POSITIVE_REGULATION_OF_CAMP_PKA_SIGNAL_TRANSDUCTION	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION	227	189		
GOBP_POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY	116	98		
GOBP_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS	83	69		
GOBP_POSITIVE_REGULATION_OF_CARDIAC_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_ADAPTATION	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_CELL_PROLIFERATION	33	21		
GOBP_POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CARDIOCYTE_DIFFERENTIATION	18		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CARTILAGE_DEVELOPMENT	33	28		
GOBP_POSITIVE_REGULATION_OF_CATABOLIC_PROCESS	647	474		
GOBP_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY	343	287		
GOBP_POSITIVE_REGULATION_OF_CATECHOLAMINE_SECRETION	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CATION_CHANNEL_ACTIVITY	28	25		
GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	49	27		
GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	39	23		
GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_PROLIFERATION	10		Rejected!	
