NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOCC_PRESYNAPTIC_ACTIVE_ZONE	GOCC_PRESYNAPTIC_ACTIVE_ZONE		73	-0.27822948	-1.2486947	0.10723192	0.46031097	1.0	2077	tags=25%, list=14%, signal=28%	
HP_PERSEVERATIVE_THOUGHT	HP_PERSEVERATIVE_THOUGHT		17	-0.38909	-1.2485526	0.19298245	0.46029174	1.0	1431	tags=24%, list=9%, signal=26%	
HP_BRACHYCEPHALY	HP_BRACHYCEPHALY		224	-0.23396993	-1.2485342	0.045714285	0.459931	1.0	4149	tags=36%, list=27%, signal=49%	
HP_NON_MOTOR_SEIZURE	HP_NON_MOTOR_SEIZURE		170	-0.24208117	-1.2479084	0.078078076	0.46111435	1.0	4921	tags=42%, list=33%, signal=61%	
HP_ABNORMAL_PONS_MORPHOLOGY	HP_ABNORMAL_PONS_MORPHOLOGY		106	-0.2606156	-1.2475976	0.096534654	0.46154046	1.0	3658	tags=35%, list=24%, signal=46%	
HP_ABNORMAL_ANTIHELIX_MORPHOLOGY	HP_ABNORMAL_ANTIHELIX_MORPHOLOGY		43	-0.30952248	-1.2475535	0.13539192	0.46124655	1.0	4173	tags=35%, list=28%, signal=48%	
GOBP_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE	GOBP_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE		48	-0.3058366	-1.2471057	0.1460396	0.46201152	1.0	2399	tags=29%, list=16%, signal=35%	
GOBP_REGULATION_OF_BRANCHING_INVOLVED_IN_URETERIC_BUD_MORPHOGENESIS	GOBP_REGULATION_OF_BRANCHING_INVOLVED_IN_URETERIC_BUD_MORPHOGENESIS		19	-0.37584433	-1.2469065	0.17471264	0.46211725	1.0	3485	tags=42%, list=23%, signal=55%	
HP_TELECANTHUS	HP_TELECANTHUS		151	-0.24485575	-1.2466979	0.048991356	0.46227568	1.0	4553	tags=38%, list=30%, signal=54%	
HP_ABSENT_FINGERNAIL	HP_ABSENT_FINGERNAIL		33	-0.33649564	-1.2457722	0.1459854	0.4642052	1.0	2046	tags=24%, list=14%, signal=28%	
GOBP_MIRNA_PROCESSING	GOBP_MIRNA_PROCESSING		33	-0.33463407	-1.2450851	0.16129032	0.4656118	1.0	4335	tags=39%, list=29%, signal=55%	
HP_HYPOMIMIC_FACE	HP_HYPOMIMIC_FACE		32	-0.3347286	-1.2450753	0.16202532	0.46522084	1.0	4177	tags=50%, list=28%, signal=69%	
HP_THIRD_TRIMESTER_ONSET	HP_THIRD_TRIMESTER_ONSET		40	-0.3150026	-1.2448921	0.13073395	0.46525607	1.0	3720	tags=38%, list=25%, signal=50%	
HP_FOCAL_NON_MOTOR_SEIZURE	HP_FOCAL_NON_MOTOR_SEIZURE		36	-0.32349324	-1.2444315	0.13513513	0.46612906	1.0	2913	tags=31%, list=19%, signal=38%	
GOBP_REGULATION_OF_DOPAMINE_SECRETION	GOBP_REGULATION_OF_DOPAMINE_SECRETION		21	-0.36936682	-1.244411	0.16976744	0.46576166	1.0	2277	tags=33%, list=15%, signal=39%	
HP_IRREGULAR_EPIPHYSES	HP_IRREGULAR_EPIPHYSES		23	-0.368312	-1.244163	0.17040358	0.46597832	1.0	2895	tags=30%, list=19%, signal=38%	
HP_VOCAL_CORD_PARALYSIS	HP_VOCAL_CORD_PARALYSIS		47	-0.3025373	-1.2439903	0.14728682	0.46602997	1.0	3000	tags=32%, list=20%, signal=40%	
GOMF_PROTEIN_SERINE_KINASE_ACTIVITY	GOMF_PROTEIN_SERINE_KINASE_ACTIVITY		316	-0.22126877	-1.2439413	0.041825093	0.4657352	1.0	3263	tags=27%, list=22%, signal=33%	
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION	GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION		48	-0.30579713	-1.243899	0.12468828	0.4654452	1.0	2462	tags=27%, list=16%, signal=32%	
GOBP_REGULATION_OF_CELL_MORPHOGENESIS	GOBP_REGULATION_OF_CELL_MORPHOGENESIS		216	-0.23448093	-1.2438936	0.06097561	0.46504858	1.0	2111	tags=21%, list=14%, signal=24%	
GOBP_REGULATION_OF_TRANSLATIONAL_FIDELITY	GOBP_REGULATION_OF_TRANSLATIONAL_FIDELITY		15	-0.4107527	-1.2437872	0.19257541	0.46491846	1.0	4416	tags=60%, list=29%, signal=85%	
HP_ABNORMALITY_OF_FACIAL_MUSCULATURE	HP_ABNORMALITY_OF_FACIAL_MUSCULATURE		274	-0.22618233	-1.243765	0.039568346	0.46456513	1.0	3253	tags=28%, list=22%, signal=35%	
GOBP_POSITIVE_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION	GOBP_POSITIVE_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION		25	-0.35967058	-1.2436666	0.15710723	0.4644227	1.0	2977	tags=40%, list=20%, signal=50%	
