"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.018810605133506,6,73,8.35773513385454,"R-HSA-9659379 Sensory processing of sound","https://reactome.org/PathwayBrowser/#/R-HSA-9659379"," PLS1  ESPNL  TMC1  CLIC5  CHRNA9  PCLO"
0.018810605133506,6,75,8.74950396825397,"R-HSA-909733 Interferon alpha/beta signaling","https://reactome.org/PathwayBrowser/#/R-HSA-909733"," SOCS3  IRF2  EGR1  HLA-F  BST2  OASL"
0.0211337363131526,5,52,9.72167107583774,"R-HSA-9662361 Sensory processing of sound by outer hair cells of the cochlea","https://reactome.org/PathwayBrowser/#/R-HSA-9662361"," PLS1  ESPNL  TMC1  CLIC5  CHRNA9"
0.0211337363131526,18,755,2.62895893881809,"R-HSA-1280215 Cytokine Signaling in Immune system","https://reactome.org/PathwayBrowser/#/R-HSA-1280215"," SOCS3  F13A1  LCP1  IRF2  MMP9  EGR1  HLA-F  CD70  SNCA  TEC  BST2  PTK2B  OASL  IFNLR1  IL22RA1  NUP37  GBP5  TNFRSF18"
0.0437783744325476,5,66,7.64983953508544,"R-HSA-9662360 Sensory processing of sound by inner hair cells of the cochlea","https://reactome.org/PathwayBrowser/#/R-HSA-9662360"," PLS1  ESPNL  TMC1  CLIC5  PCLO"
0.0437783744325476,9,262,3.87074829931973,"R-HSA-913531 Interferon Signaling","https://reactome.org/PathwayBrowser/#/R-HSA-913531"," SOCS3  IRF2  EGR1  HLA-F  SNCA  BST2  OASL  NUP37  GBP5"
0.0535936791370759,5,91,6.86235605353252,"R-HSA-877300 Interferon gamma signaling","https://reactome.org/PathwayBrowser/#/R-HSA-877300"," SOCS3  IRF2  HLA-F  OASL  GBP5"
0.135764951360071,3,29,11.1993650793651,"R-HSA-9753281 Paracetamol ADME","https://reactome.org/PathwayBrowser/#/R-HSA-9753281"," ABCC3  GSTM1  GGT5"
0.158010172781716,2,11,23.3320105820106,"R-HSA-9701898 STAT3 nuclear events downstream of ALK signaling","https://reactome.org/PathwayBrowser/#/R-HSA-9701898"," PRDM1  CD274"
