NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
IWANAGA_CARCINOGENESIS_BY_KRAS_UP	IWANAGA_CARCINOGENESIS_BY_KRAS_UP		151	0.31497914	1.4972947	0.004511278	0.17617436	1.0	2528	tags=23%, list=17%, signal=28%	
WP_OMEGA6FATTY_ACIDS_IN_SENESCENCE	WP_OMEGA6FATTY_ACIDS_IN_SENESCENCE		45	0.39134267	1.4968138	0.023890786	0.17636846	1.0	3866	tags=44%, list=26%, signal=60%	
KORKOLA_TERATOMA	KORKOLA_TERATOMA		37	0.40851203	1.4956169	0.03780069	0.17759058	1.0	5377	tags=54%, list=36%, signal=84%	
WANG_BARRETTS_ESOPHAGUS_UP	WANG_BARRETTS_ESOPHAGUS_UP		42	0.40071154	1.4953368	0.027972028	0.17756394	1.0	3774	tags=40%, list=25%, signal=54%	
WP_LEUCINE_ISOLEUCINE_AND_VALINE_METABOLISM	WP_LEUCINE_ISOLEUCINE_AND_VALINE_METABOLISM		23	0.46257314	1.4951773	0.041594453	0.17735529	1.0	1162	tags=22%, list=8%, signal=24%	
KEGG_MEDICUS_REFERENCE_GPCR_PLCB_ITPR_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_GPCR_PLCB_ITPR_SIGNALING_PATHWAY		45	0.39672092	1.494979	0.030874785	0.17718501	1.0	4033	tags=49%, list=27%, signal=66%	
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS		73	0.3556686	1.4949414	0.024590164	0.1768011	1.0	3504	tags=34%, list=23%, signal=44%	
SCHMIDT_POR_TARGETS_IN_LIMB_BUD_UP	SCHMIDT_POR_TARGETS_IN_LIMB_BUD_UP		23	0.4692539	1.4949305	0.033274956	0.17641254	1.0	3510	tags=43%, list=23%, signal=57%	
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_UP	TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_UP		88	0.34193525	1.4941789	0.014173228	0.17684132	1.0	4322	tags=45%, list=29%, signal=63%	
DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_UP	DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_UP		57	0.376714	1.4938493	0.021702837	0.17682602	1.0	2929	tags=35%, list=19%, signal=43%	
FERRANDO_T_ALL_WITH_MLL_ENL_FUSION_UP	FERRANDO_T_ALL_WITH_MLL_ENL_FUSION_UP		73	0.35535818	1.493601	0.014754098	0.1767272	1.0	3826	tags=37%, list=25%, signal=49%	
PID_HIF1_TFPATHWAY	PID_HIF1_TFPATHWAY		55	0.37160027	1.4912649	0.023850085	0.17937022	1.0	4546	tags=42%, list=30%, signal=60%	
TAKADA_GASTRIC_CANCER_COPY_NUMBER_DN	TAKADA_GASTRIC_CANCER_COPY_NUMBER_DN		23	0.44702333	1.489727	0.05945946	0.18100333	1.0	3888	tags=52%, list=26%, signal=70%	
TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_DN	TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_DN		163	0.31173226	1.489668	0.003003003	0.1806744	1.0	3292	tags=34%, list=22%, signal=43%	
MATTHEWS_AP1_TARGETS	MATTHEWS_AP1_TARGETS		16	0.50850993	1.4892404	0.063079774	0.18074773	1.0	4825	tags=56%, list=32%, signal=83%	
WANG_LSD1_TARGETS_DN	WANG_LSD1_TARGETS_DN		31	0.42757714	1.4889467	0.035897437	0.1807702	1.0	634	tags=23%, list=4%, signal=24%	
FIGUEROA_AML_METHYLATION_CLUSTER_5_DN	FIGUEROA_AML_METHYLATION_CLUSTER_5_DN		34	0.4101297	1.4878821	0.03502627	0.18177915	1.0	1684	tags=26%, list=11%, signal=30%	
KATSANOU_ELAVL1_TARGETS_UP	KATSANOU_ELAVL1_TARGETS_UP		147	0.31855905	1.4876882	0.0061633284	0.18162192	1.0	3601	tags=35%, list=24%, signal=46%	
HOLLERN_MICROACINAR_BREAST_TUMOR_UP	HOLLERN_MICROACINAR_BREAST_TUMOR_UP		40	0.3906336	1.4866844	0.024475524	0.18258041	1.0	4404	tags=48%, list=29%, signal=67%	
WIERENGA_STAT5A_TARGETS_GROUP2	WIERENGA_STAT5A_TARGETS_GROUP2		43	0.387101	1.4866434	0.032478634	0.18223137	1.0	4412	tags=42%, list=29%, signal=59%	
MANNE_COVID19_ICU_VS_HEALTHY_DONOR_PLATELETS_DN	MANNE_COVID19_ICU_VS_HEALTHY_DONOR_PLATELETS_DN		128	0.32085204	1.4866008	0.002994012	0.1818796	1.0	3075	tags=33%, list=20%, signal=41%	
REACTOME_TRANSLESION_SYNTHESIS_BY_POLK	REACTOME_TRANSLESION_SYNTHESIS_BY_POLK		15	0.51803756	1.4865537	0.056057867	0.1815231	1.0	3506	tags=53%, list=23%, signal=69%	
KUMAR_TARGETS_OF_MLL_AF9_FUSION	KUMAR_TARGETS_OF_MLL_AF9_FUSION		318	0.28726107	1.4860017	0.0028288544	0.18180865	1.0	3405	tags=30%, list=23%, signal=38%	
REACTOME_RESOLUTION_OF_ABASIC_SITES_AP_SITES	REACTOME_RESOLUTION_OF_ABASIC_SITES_AP_SITES		37	0.40423107	1.4850732	0.041322313	0.18261643	1.0	2798	tags=41%, list=19%, signal=50%	
KONIGORSKI_INCREASED_SUBCUTANEOUS_ADIPOSE_TISSUE_MASS_DN	KONIGORSKI_INCREASED_SUBCUTANEOUS_ADIPOSE_TISSUE_MASS_DN		48	0.38185564	1.4850289	0.027914613	0.18226479	1.0	3607	tags=44%, list=24%, signal=57%	
SENESE_HDAC1_AND_HDAC2_TARGETS_DN	SENESE_HDAC1_AND_HDAC2_TARGETS_DN		201	0.3002173	1.4847265	0.0029895366	0.18226519	1.0	3269	tags=31%, list=22%, signal=39%	
CUI_TCF21_TARGETS_DN	CUI_TCF21_TARGETS_DN		26	0.443101	1.4846859	0.049910873	0.18190779	1.0	3708	tags=50%, list=25%, signal=66%	
GAUSSMANN_MLL_AF4_FUSION_TARGETS_C_DN	GAUSSMANN_MLL_AF4_FUSION_TARGETS_C_DN		19	0.4881135	1.4845266	0.066086955	0.1817001	1.0	3454	tags=42%, list=23%, signal=55%	
