Enrichment FDR	nGenes	Pathway Genes	Fold Enrichment	Pathway	URL	Genes
1.36268803371144e-07	129	180	1.28365232479642	GO:0005201 Extracellular matrix structural constituent 	https://amigo.geneontology.org/amigo/term/GO:0005201	 COL5A3  COL16A1  MXRA5  COL1A1  COL7A1  FN1  COL10A1  COL5A1  THBS1  COL2A1  COL6A2  HMCN1  COL1A2  COL4A3  COL4A5  ZP3  COL27A1  COL4A6  COL11A2  COL5A2  COL9A2  COL23A1  COL11A1  COL4A4  COL19A1  COL9A3  TECTA  COL9A1  TECTB  EMILIN1  FBN2  FBN3  COL8A1  ZP1  COL24A1  COL8A2  COL18A1  COL13A1  COLQ  COL28A1  FBLN1  LAMB1  PXDN  ELN  LAMA1  LAMB2  LAMC1  DCN  VCAN  TNC  NID2  CHADL  VTN  LAMA4  TGFBI  MATN2  LUM  COL6A1  HSPG2  COL6A3  FBLN2  BGN  EMILIN3  COL14A1  PRELP  SPON1  CD4  COL12A1  EMILIN2  CHI3L1  TINAGL1  TUFT1  MUC4  MUC3A  MUC6  LTBP1  LAMA3  LAMC2  LTBP4  SRPX  SRPX2  COMP  PCOLCE  AEBP1  OGN  VWF  MGP  SPARC  EFEMP1  PRG4  MFAP2  LTBP2  FMOD  FGL2  LAMA5  POSTN  CILP  FBLN5  CCN1  ECM1  HAPLN1  HMCN2  ACAN  IGFBP7  CRELD1  EDIL3  SBSPON  CTHRC1  MFAP4  NPNT  THBS3  EFEMP2  MMRN2  PODN  VWA1  THBS2  THSD4  COL25A1  LAMA2  LAMB3  MFAP5  ANOS1  IMPG2  TFPI2  MATN3  DSPP  MEPE  MATN1  MUC5AC
0.00013117447104371	107	155	1.24674083543303	GO:0022843 Voltage-gated monoatomic cation channel activity 	https://amigo.geneontology.org/amigo/term/GO:0022843	 HVCN1  CACNG3  CACNA1G  CACNA2D2  KCNG1  CACNB1  KCNQ2  CACNG5  CACNG4  KCNK2  KCNH4  KCNK6  HCN2  CACNA1I  KCNK10  CACNA1F  CACNG7  KCNT1  KCNA1  KCNJ13  KCNC4  KCNQ4  PKD2  KCNJ8  KCNJ2  KCNK15  KCNC1  KCNA5  KCNC3  KCNK1  HCN4  KCNH5  CACNG8  KCNH1  HCN3  CACNA2D4  CACNA1C  KCNJ1  KCNK13  CATSPER3  KCNJ16  CACNA2D1  KCNJ6  KCNJ15  KCNB1  KCNT2  KCNJ9  KCNF1  KCNK5  TMC1  KCNC2  CACNG2  CACNB3  KCNJ4  KCNG4  KCNK9  KCNS3  KCNG3  KCNK3  KCND3  KCNK7  KCNH6  CATSPER1  KCNE5  KCNA3  KCNA2  KCNG2  KCNE1  KCNA4  KCNJ14  LRRC55  KCNH8  KCNJ12  KCNK12  KCND2  KCNQ5  KCNJ11  CACNA1E  CACNA1D  KCNJ3  KCNN2  KCNN1  KCNIP2  ITGAV  KCNN3  KCNMA1  CACNB2  CATSPER2  CACNB4  TSPOAP1  KCNAB2  GRIN2D  CACNG1  SNAP25  TPTE2  HTR1B  SCN2B  KCNAB3    NCS1  OPRM1  TPCN2  ABCC8  ABCC9  CACNG6  TRPV1
9.53495674326581e-05	124	167	1.23389835871904	GO:0005178 Integrin binding 	https://amigo.geneontology.org/amigo/term/GO:0005178	 ITGA3  ITGA2B  CCN5  FERMT2  ICAM3  ITGB5  ICAM1  MADCAM1  FERMT1  CCN4  ICAM4  ICAM5  ITGB8  VTN  ITGA4  FN1  CCN2  ITGB1BP1  TNN  ITGB4  ITGA7  GPNMB  CCN3  TLN1  ITGA11  ITGAV  SEMA7A  ITGB7  ITGAX  CCN1  ITGA10  ADAM15  ITGA9  FERMT3  ITGB1  ITGB2  ITGA5  VCAM1  ITGA2  ESM1  JAM3  ADAM9  ITGAM  TLN2  ITGBL1  ITGA1  ITGB3  CD9  IGF1  TNC  FBLN1  COL16A1  MYH9  PTPRZ1  CD81  THBS4  FGF1  CDH26  IL1B  LAMA5  FGF2  JAM2  PLPP3  SVEP1  IGF2  COL4A3  CD151  HMGB1  COMP  GFAP  CIB2  EGFR  ITGB1BP2  GFRA1  THY1  MMP14  NPNT  LAMB2  P4HB  PPIA  EMP2  LYN  IBSP  THBS1  EMILIN1  FAP  PTN  VWF  LGALS8  SPP1  KDR  LCP1  ANXA7  CD226  ADAM17  DST  UTRN  CXADR  SYK  CALR  ISG15  SRC  S1PR3  TSPAN4  S1PR2  FBLN5  SFRP2  PRKCA  LTBP4  COL5A1  ADAM10  ADAM11  ACTN2  ECM2  ADAM23  TGFBI  ACTN4  ADAMTS8  DMP1  ADAMTS5  ADAMTS13  EDIL3  EGFL6  ACTN3
0.000104458350058089	128	194	1.22885288610274	GO:0022832 Voltage-gated channel activity 	https://amigo.geneontology.org/amigo/term/GO:0022832	 HVCN1  CACNG3  CACNA1G  CACNA2D2  KCNG1  CACNB1  CLCN4  KCNQ2  CACNG5  CACNG4  VDAC3  KCNK2  KCNH4  KCNK6  HCN2  CACNA1I  KCNK10  CACNA1F  GRIN2D  CACNG7  KCNT1  KCNA1  CLCN2  KCNJ13  GRIN3B  KCNC4  KCNQ4  GPR89A  PKD2  KCNJ8  KCNJ2  KCNK15  KCNC1  KCNA5  KCNC3  KCNK1  HCN4  KCNH5  CACNG8  KCNH1  HCN3  CACNA2D4  CACNA1C  KCNJ1  KCNK13  CATSPER3  KCNJ16  CACNA2D1  KCNJ6  KCNJ15  KCNB1  GRIN2C  KCNT2  KCNJ9  KCNF1  KCNK5  TMC1  VDAC2  KCNC2  CACNG2  CACNB3  KCNJ4  KCNG4  KCNK9  KCNS3  KCNG3  KCNK3  CLCN5  KCND3  KCNK7  KCNH6  CATSPER1  KCNE5  GRIN1  KCNA3  KCNA2  KCNG2  KCNE1  KCNA4  KCNJ14  LRRC55  KCNH8  KCNJ12  KCNK12  KCND2  CLCNKB  KCNQ5  CLCNKA  KCNJ11  CLCN1  GPR89B  CACNA1E  VDAC1  GRIN2B  CACNA1D  KCNJ3  KCNN2  KCNN1  KCNIP2  ITGAV  KCNN3  KCNMA1  CACNB2  CATSPER2  CACNB4  GRIN3A    TSPOAP1  KCNAB2  CACNG1  SNAP25  TPTE2  HTR1B  KCNMB4  SCN2B  TPCN2  KCNAB3  TPCN1  ANO6  NCS1  OPRM1  ANO1  ABCC8  ABCC9  CACNG6  TRPV1
0.000120969263949026	127	190	1.22789965358914	GO:0005244 Voltage-gated monoatomic ion channel activity 	https://amigo.geneontology.org/amigo/term/GO:0005244	 HVCN1  CACNG3  CACNA1G  CACNA2D2  KCNG1  CACNB1  CLCN4  KCNQ2  CACNG5  CACNG4  VDAC3  KCNK2  KCNH4  KCNK6  HCN2  CACNA1I  KCNK10  CACNA1F  GRIN2D  CACNG7  KCNT1  KCNA1  CLCN2  KCNJ13  GRIN3B  KCNC4  KCNQ4  GPR89A  PKD2  KCNJ8  KCNJ2  KCNK15  KCNC1  KCNA5  KCNC3  KCNK1  HCN4  KCNH5  CACNG8  KCNH1  HCN3  CACNA2D4  CACNA1C  KCNJ1  KCNK13  CATSPER3  KCNJ16  CACNA2D1  KCNJ6  KCNJ15  KCNB1  GRIN2C  KCNT2  KCNJ9  KCNF1  KCNK5  TMC1  VDAC2  KCNC2  CACNG2  CACNB3  KCNJ4  KCNG4  KCNK9  KCNS3  KCNG3  KCNK3  CLCN5  KCND3  KCNK7  KCNH6  CATSPER1  KCNE5  GRIN1  KCNA3  KCNA2  KCNG2  KCNE1  KCNA4  KCNJ14  LRRC55  KCNH8  KCNJ12  KCNK12  KCND2  CLCNKB  KCNQ5  CLCNKA  KCNJ11  CLCN1  GPR89B  CACNA1E  VDAC1  GRIN2B  CACNA1D  KCNJ3  KCNN2  KCNN1  KCNIP2  ITGAV  KCNN3  KCNMA1  CACNB2  CATSPER2  CACNB4  GRIN3A    TSPOAP1  KCNAB2  CACNG1  SNAP25  TPTE2  HTR1B  KCNMB4  SCN2B  KCNAB3  ANO6  NCS1  OPRM1  ANO1  TPCN2  ABCC8  ABCC9  CACNG6  TRPV1
5.17090308097063e-05	160	272	1.21178548490687	GO:0005539 Glycosaminoglycan binding 	https://amigo.geneontology.org/amigo/term/GO:0005539	 CD44  COL11A1  CCN5  TGFBR3  COL5A3  IMPG2  CRISPLD2  CCN4  ECM2  SMOC2  HBEGF  REG1A  CCN2  COL5A1  LGR6  LYVE1  GNS  CCN3  SULF1  REG3G  SLIT2  NELL1  LRTM2  EVA1C  ELSPBP1  NDNF  NELL2  SLIT1  PRELP  SULF2  COL13A1  SMOC1  COL11A2  LAYN  COLQ  COL28A1  CFH  LTF  ITIH1  FGFR1  FGF14  CEMIP  SFRP1  COMP  PTN  NOD1  PCOLCE  MDK  VEGFA  THBS4  FGF1  FGF12  TNFAIP6  FGFRL1  APOE  SERPINE2  GPNMB  THBS1  PCSK6  FURIN  CXCL13  HK1  FGFR4  PCOLCE2  CLEC3B  LIPH  NOD2  GFRA2  THBS3  ALK  NRTN  EFEMP2  FGFBP3  LPL  LYSMD3  COL25A1  PPIA  ANG  STAB1  ANOS1  DCN  VCAN  RTN4R  COL23A1  LAMC2  FGFR2  HMMR  LXN  APLP2  APOH  CCDC80  ADA2  NRP1  SERPIND1  BMP7  RSPO4  LIPG  FGF9  SPOCK2  CCL8  VTN  SOD3  DPYSL3  FN1  RPL22  PLA2G2D  SERPINC1  NRP2  PGF  LTBP2  CXCL6  BMP4  TWSG1  NCAN  BCAN  HAPLN2  POSTN  ADAMTS8  MSTN  FGF2  FGF7  HAPLN3  APP  CCN1  FBLN7  HAPLN1  RSPO3  RSPO2  HSD17B12  ADAMTS1  ADAMTS5  ACAN  LRPAP1  EGFLAM  SHH  TNFRSF11B  LIPC  ADAMTS15  PRNP  AZU1  VEGFB  SUSD5  GREM2  BGN  RTN4RL1  THBS2  SERPINA5  VIT  ADGRE2  CXCL10  CXCL11  SEMA5A  TMEM184A  LTBP4  CEL  TENM1  PODXL2  HABP2  ZNF146  SELL
1.33978645939079e-06	230	347	1.20133905831285	GO:0022836 Gated channel activity 	https://amigo.geneontology.org/amigo/term/GO:0022836	 HVCN1  CACNG3  CACNA1G  CACNA2D2  GABRA3  CLCA1  KCNG1  MCOLN3  CACNB1  CNGB1  ASIC4  CLCN4  KCNQ2  CACNG5  CACNG4  VDAC3  CHRNA3  KCNN2  KCNK2  P2RX5  P2RX7  KCNH4  ITPR3  KCNK6  HCN2  P2RX6  CACNA1I  KCNK10  CHRNA4  CACNA1F  GABRE  PIEZO1  KCNN4  GRIN2D  CACNG7  KCNN1  GRIK5  KCNT1  PKD2L1  CHRNE  GABRA4  P2RX3  ASIC1  KCNA1  CLCN2  KCNJ13  GRIN3B  KCNC4  KCNQ4  GPR89A  CHRNB4  PKD2  GRIA2  KCNJ8  ITPR2  KCNJ2  KCNK15  GRIA3  KCNC1  CHRNA10  KCNA5  NALF2  TRPM4  KCNC3  ANO1  CNGA4  P2RX4  KCNMB4  KCNK1  TTYH3  TMEM63B  CLCA2  CHRNA1  HCN4  KCNH5  TMC6  TTYH2  CACNG8  KCNH1  KCNN3  HCN3  CNGA3  TRPM8  KCNMB1  CHRNB3  CHRNA6  GRIK4  ITPR1  CACNA2D4  CACNA1C  ANO4  KCNJ1  GABRA2  GRID2  KCNK13  CATSPER3  KCNJ16  CACNA2D1  PIEZO2  GRIA1  KCNMA1  KCNJ6  KCNJ15  KCNB1  CHRNB2  GRIN2C  TPCN2  SCNN1D  KCNT2  KCNJ9  KCNF1  GRIK3  GRIK2  KCNK5  TMC1  TMEM63C  VDAC2  KCNC2  CHRFAM7A  CACNG2  CACNB3  TTYH1  TMC8  KCNJ4  KCNG4  KCNK9  CHRNA5  TMC7  KCNS3  KCNMB3  KCNG3  GRIK1  KCNK3  CLCN5  KCND3  KCNK7  KCNH6  CHRNA9  CATSPER1  CHRNA7  KCNE5  GRIN1  KCNA3  KCNA2  KCNG2  KCNE1  KCNA4  GABRG3  KCNJ14  GRID1  LRRC55  KCNH8  KCNJ12  KCNK12  KCND2  CLCNKB  KCNQ5  GABRA5  CLCNKA  KCNJ11  CLCN1  GPR89B  TMEM63A  KCNMB2  CACNA1E  CNGA1  GRIN3A  NALF1  ASIC3  VDAC1  GRIN2B    CACNA1D  KCNJ3  BEST2  GABRP  GLRA2  TRPA1  GLRB  SCNN1A  BNIP1  KCNIP2  BEST3  NMUR2  ITGAV  GLRA3  GABRB2  ANO7  ANO10  GABRB1  CACNB2  GABRB3  CATSPER2  SCNN1G  BEST1  SCNN1B  ANO5  ANO6  CACNB4  TPCN1  ZACN  TRPV1  AQP1  GABRQ  TSPOAP1  KCNAB2  ANO8  CACNG1  GABRR2  SNAP25  TPTE2  ANO3  HTR1B  SCN7A  TRPC3  SCN2B  KCNAB3  GABRD  TMEM150C  TRPV4  ANXA6  NCS1  OPRM1  ABCC8  ABCC9  CACNG6  FKBP1B  SHROOM2
0.000641810598785173	153	223	1.19187758051197	GO:0051015 Actin filament binding 	https://amigo.geneontology.org/amigo/term/GO:0051015	 SCIN  GAS7  MYO16  CAPG  CTNNA1  LIMA1  CNN2  SPTB  WDR1  ADD2  FSCN1  ACTN2  NEBL  ADD1  MYO15A  MYO9B  TRIOBP  MYH9  PLS3  CORO1A  COTL1  CORO2B  FSCN3  CORO2A  PPP1R9B  MYH3  CORO1C  CAPZA1  CNN3  KPTN  DSTN  AIF1L  VIL1  HIP1  MYO1B  MYO5C  CNN1  ACTN4  HIP1R  MYH10  MPRIP  MYO18B  ACTR3B  FHOD3  AVIL  MICAL1  FHOD1  VILL  LCP1  MYO1G  LIMD2  ERMN  ARPC5L  MYO7A  SPTBN5  ACTR2  SHROOM3  GAS2L3  PSTPIP1  IQGAP1  TPM3  ESPNL  MYH15  TAGLN3  MYO10  IQGAP2  SHROOM2  GSN  ADD3  GAS2  PSTPIP2  MYO1E  SHROOM4  PPP1R9A  TAGLN2  DMTN  SPTBN4  FMNL3  XIRP2  SHROOM1  CLMN  SAMD14  MYO5B  CORO6  XIRP1  MYO7B  MARCKSL1  SYNE3  MYO1D  FLII  NEB  CTNNA3  IQGAP3  FMNL1  GAS2L1  FSCN2  ESPN  MYO18A  MYO6  SVIL  MYO5A  SPTAN1  MYO1C  NRAP  TPM2  RCSD1  ARPC1A  TWF2  ACTN3  MARCKS  PHPT1  CAMSAP3  EZR  MYH14  GJB6  AFDN  ARPC1B  BIN1  ITPRID2  EGFR  TTN  NEXN  ARPC5  ARPC2  ANTXR1  FLNA  ARPC4  VCL  FERMT2  FERMT1  PANX1  TRPV4  TNNC1  CTNNAL1  FLNB  TLN1  MICALL2  PKNOX2  CACNB2  TLN2  CDK5R1  PLEC  KLHL17  CD2AP  MISP  MYL4  PICK1  ABI3  AMOTL2  SYNE1  SHTN1  ABL2  HCLS1
1.63471780506767e-10	494	817	1.17325746208536	GO:0005509 Calcium ion binding 	https://amigo.geneontology.org/amigo/term/GO:0005509	 SLC25A24  SYT7  SYT13  CLXN  SYT1  NUCB2  SRI  SCGN  TESC  ITPR3  MYL9  MYL12A  SYT17  CALB1  NCALD  NUCB1  PLA2G4C  NCS1  PKD2L1  MICU1  RCVRN  STIM2  GUCA1B  SPARC  TNNC1  KCNIP3  OTOF  GCA  EFHD1  HPCAL1  PLA2G4A  HPCAL4  PLA2G2D  ESYT2  MYL12B  PKD2  KCNIP2  HPCA  ITPR2  AIF1L  CANX  PLA2G5  CALU  CALML4  SYT5  RGN  SYT11  SYT4  TPT1  SYT6  DSC1  DYSF  CIB2  ENPP2  MYOF  DHH  ESYT1  MCTP2  RCN3  CASQ1  SYT2  CALM2  SYT8  ITPR1  SPARCL1  CLGN  CABYR  ESYT3  PLA2G4D  S100B  S100A1  VSNL1  S100A11  IHH  SHH  STIM1  CALML6  SYT9  CALB2  SYT12  MCTP1  CALR  MYL11  PCP4  PLA2G2C  S100A3  PLA2G2A  S100A16  S100A14  S100A4  S100A2  S100A10  S100A6  SYT3  MYL5  PLA2G4B  FER1L5  PRSS3  CAPN1  SNCB  TPD52  FBLN1  ACER3  LRP2  PITPNM2  PITPNM3  ARSA  ANXA13  COMP  SPOCK2  PPP3CB  THBS4  COLEC11  TNFAIP6  MASP1  VIL1  CRACR2A  HRC  TRPM4  AOC3  LOXL2  CEMIP2  MMP13  GLCE  CDH24  DUOX2  IQGAP1  PADI1  SNCA  ASTN2  ITGB1  ADGRL3  ENPP3  TTN  ATP2B2  ITGA5  ALPL  CLEC3B  TKT  ADGRV1  MELK  GJB2  CD320  NAALADL1  CANT1  LPL  NELL2  CHP1  PLSCR1  SELL  ASAH2  GRM7  ANXA4  ASPH  TGM2  PDCD6  CELSR3  MASP2  STAB1  EHD3  CPS1  VCAN  CDH1  LTBP1  F7  DGKG  CDH3  DGKA  RASGRP2  CDH19  PPP2R3A  CDHR2  CELSR1  ACTN2  PKD2L2  SDF4  FKBP7  CDH7  PCDHB4  PCDHA6  PCDHGA2  FAT1  EPS15  EPDR1  FAT2  PPEF1  LPCAT2  NID2  EDEM2  LTBP4  DLL3  CRTAC1  PCDH11Y  CABP7  NINL  PLCB4  JAG1  TNNC2  CDH20  PLS3  PCDH11X  NECAB2  EHD4  MEGF8  CAPS  FKBP14  SUSD1  CUBN  CDH23  TBC1D9  EHD1  CBL  MGP  GNPTAB  MAN1A1  SMOC2  PCDHB2  CDH9  PCDHB3  PCDHB5  PCDHB6  PCDHB7  PCDHB15  CDH6  PCDH12  CBLB  EFCC1  PLCH1  EFEMP1  PLCD4  PROC  EDEM3  PADI2  PCDH17  DNAH7  LTBP2  PCDHB14  PCDHB12  ANXA11  FKBP9  NECAB1  ADGRE5  PLA2G12A  MATN4  PLCG1  CDH26  NECAB3  F10  PRRG2  ADGRE2  SGCE  CDHR3  DLL4  PRRG3  NCAN  ACTN4  UNC13A  RAB11FIP4  GCH1  MATN3  MATN2  ANKEF1  TBC1D8B  SWAP70  EDEM1  CRB1  LRP4  PRRG4  CAPN9  PCDH8  LCP1  DGKB  TTYH3  SULF1  UNC13C  THBS1  PLCB2  DUOX1  CGREF1  ANXA7  PCDH10  ANXA3  EGF  FBN2  CLSTN3  FBLN5  NKD1  CDH11  CDH13  RHOT2  TTYH2  FKBP10  CBLC  FBN3  HSPG2  HMCN1  ANXA9  FLG  FBLN7  SLIT2  NKD2  TENM2  SCUBE3  VWDE  ITGB1BP2  VLDLR  CRB2  HMCN2  NOTCH1  CDHR1  HABP2  PAMR1  PLCH2  CDH22  PLCB3  PCDH15  CDH8  ADAM8  DST  CAPSL  CDH12  PCDH1  LRP8  ACAN  CABP1  CLSTN2  SCUBE1  C1R  TCHH  EFCAB14  SELENON  MATN1  MEGF6  CAPN2  FBLN2  EFHB  CRELD1  ANXA5  EDIL3  EGFLAM  RASEF  SVEP1  PCDH19  FAT3  VWA2  NELL1  DCHS1  TTYH1  VWCE  LTBP3  BMP1  LRP1B  NPNT  FSTL5  THBS3  PCDH7  REPS2  CDH2  USP32  DLK2  CLSTN1  PCDHB1  RASGRP1  EFEMP2  EGFL7  DAG1  HEG1  WDR49  CD248  SCUBE2  CABP4  CDK5R1  EFCAB5  MAN1B1  UMODL1  CRACR2B  FAM20C  PCDHB9  P4HTM  THBD  MCFD2  PRF1  CAPS2  C1S  CAPN12  ANXA2  GAS6  CCBE1  EFHC2  CRELD2  PCDH9  PROS1  JAG2  EFCAB10  DLK1  THBS2  EFCAB6  PLCD1  SLIT1  SPATA21  PCDHB13  CDHR4  DNER  EYS  PCDH18  FAT4  ATP2A1  SULF2  ANXA6  DCHS2  PCDHB11  SPTAN1  MAN1A2  CACNA1E  MYL4  ITSN2  DLL1  UNC13B  SMOC1  EGFL6  CAPN8  EFCAB7  NOTCH4  PCDHGA1  PCDHA9  PCDHA8  PCDHA7  PCDHA5  PCDHA2  PCDHA1  CAPN14  EFCAB8  PPP3R1  PCDHA13  PCDHGC3  PCDHGC5  EGFL8  BGLAP  PCDHGC4  PCDHAC2  PCDHAC1  ACTN3  PCDHA11  PCDHA10  PCDHA12  PCDHGA12  PCDHGB6  PCDHGA5  PCDHGA7  PCDHGA6  PCDHGA8  PCDHGA10  PCDHGA11  PCDHGB2  PCDHGB4  PCDHGB7  PCDHGB1  PCDHGA3  PCDHA3  RAB44  PCDHGA9  PCDHGA4  DOC2B  PCDHB16  PCDHGB5  NOTCH2NLR  NOTCH2NLC  TUBB4A  BCL2L10  GSN  PLSCR3  CPNE1  MMP12  SCIN  RPH3A  PAM  GRIN1  NRXN1  CABCOCO1  MEX3B  ENPP1  NDUFAB1  EML1  RAPGEF2  PLSCR4  HSPA5  ITIH1  CPNE6  BNIP2  DSPP  DMP1  ADAMTS13  HSP90B1  DNASE1L2
7.14354084842891e-10	520	1705	1.16212214536151	GO:0004888 Transmembrane signaling receptor activity 	https://amigo.geneontology.org/amigo/term/GO:0004888	 ADRA2A  ADRA2C  PLXND1  CRLF1  GIPR  GABRA3  CD74  FAS  CD44  INSRR  TNFRSF1B  MUSK  FLT4  ADRB1  ROS1  PTGER3  OPN3  IL17RB  LTK  NGFR  LPAR2  ABCA7  CALCRL  GLP2R  ERBB3  FGFR2  TNFRSF1A  FGFR3  DRD4  TGFBR3  ADGRL1  FCGR2B  TACR2  PLXNA2  IL4R  FGFR1  ADCYAP1R1  IL12RB2  OPRK1  LAG3  GABRP  IL12RB1  NRP1  IL2RB  HRH3  NTSR1  GPR50  GABRE  HTR2A  FLT1  IL21R  IL27RA  EBI3  GRIN2D  GRIK5  MET  UNC5B  CHRNE  GABRA4  CCKBR  IL10RA  ADGRD1  GABRR2  OPRM1  GLP1R  GPR63  ADGRG6  PTK7  GHR  PRLR  LIFR  PDGFRB  HRH2  UNC5A  ACVR2B  VIPR1  ACVR1  TACR1  IL1R2  IL1R1  IL18R1  KISS1R  GRIN3B  OPRD1  LEPR  ADGRL2  MPL  F3  CHRNB4  NRP2  CNR1  TEK  GRIA2  MYOT  ADRA1A  ADGRB2  ACVR2A  FLT3  PTGFR  CNTFR  ADGRE5  IL13RA2  ACVR1C  GPR83  GRM4  OR2B6  GPR18  OPRL1  GRIA3  GRPR  TAS2R4  TAS2R5  FGFRL1  ADGRE2  F2RL3  KDR  ADORA2A  MCHR1  OPN1SW  ACKR4  PLXNA3  IL13RA1  FCRLA  NMUR2  GPR12  CHRM3  EPHB2  LYVE1  IL6ST  IL15RA  HRH4  KLRD1  APLNR  C5AR2  PDGFRA  ADGRB3  HTR1B  EPHA7  NMBR  GPR55  HTR2B  GPR45  EDNRB  GABBR2  IL11RA  CHRNA1  BMPR1B  LGR5  LMBR1L  LPAR6  SSTR1  GPR65  NTRK3  TNFRSF11A  ERBB2  IFNAR1  EPHA2  IL22RA1  FCGR2A  GPR17  PTH2R  ACKR3  IL17RD  AGTR1  EPHA5  OSMR  GABRB2  EGFR  EPHA1  LPAR4  CHRNB3  CHRNA6  NTRK2  HMCN2  RGR  HTR7  DRD2  GRIK4  ADGRL3  DRD3  EDNRA  GABRA2  CYSLTR2  GRID2  GRM1  ADGRF1  ADGRF4  GPR15  EPHB1  GPR78  GRIA1  FZD7  ADGRG4  FZD1  KIT  HTR6  FCER1G  IFNAR2  IFNGR2  CXCR5  IL6R  CHRNB2  PTH1R  FGFR4  PTGER1  GRIN2C  DDR2  FCRLB  FZD5  GABRB1  ANTXR2  CCKAR  IL17RE  IL17RC  CCR1  TPRA1  GRIK3  PLXNB1  GRM2  NPY1R  NPY5R  ADGRV1  F2RL2  F2RL1  GRIK2  GPR85  FZD6  TSHR  GABRB3  GALR1  AXL  OR1F1  CX3CR1  BDKRB2  MTNR1A  CHRM1  GFRA2  IL7R  GRM5  NTSR2  ROR2  ADRB2  P2RY12  PTAFR  ANTXR1  TACR3  P2RY1  TAS1R3  GPR37L1  ADRA1B  ADORA2B  GPR37  GPR27  OSCAR  S1PR1  ALK  GRIK1  OR1L8  RXFP1  LPAR3  PTGER4  NMUR1  P2RY6  C3AR1  ADRA1D  GPR151  ADGRF3  TAS1R1  ADGRG2  IL20RB  CMKLR1  FZD4  P2RY14  GPR149  P2RY2  GPR156  MC5R  OR4N2  GRIN1  FZD8  GPR4  IL17RA  HTR1A  GPR35  HTR1D  GRM8  GPBAR1  RRH  FZD2  SSTR2  CHRM4  S1PR5  GPR157  OXTR  GPR62  CHRM2  F2R  GPR135  GPR88  GPR3  GABRG3  CSF1R  EPHB3  RXFP3  GALR2  GRID1  ADGRG3  PTGDR2  EPHA10  CMKLR2  GPR173  MRGPRE  CCR10  CHRM5  FFAR4  GABRA5  TNFRSF4  P2RY4  EPOR  FPR3  GABRD  OR7D2  FZD9  IL1RAP  GRM7  EPHB4  PLXNB2  HRH1  C5AR1  LPAR1  NTRK1  PLXNB3  GRIN3A  GRM3  L1CAM  RORB  GABBR1  KLRC2  KLRC3  TAS2R14  S1PR3  LTB4R  LTB4R2  PLXNA4  NFAM1  IL10RB  P2RY11  TAS2R31  MC1R  PECAM1  NPY4R2  S1PR2  GABRQ  GRIN2B  ADRA2B  SSTR3  ESR1  AR  CD247  PKD1  CD4  SLC39A9  CHRNA3  P2RX7  CHRNA4  CTSH  P2RX3  PTPN6  EFEMP1  IL1RL1  TNFRSF10B  TAS2R10  HCRTR1  EDA2R  P2RX4  CD72  SORL1  CD27  ANXA9  NOTCH1  NPFFR1  GPR158  GFRA1  FCMR  PIGR  HPGD  GPR146  CHRNA5  ROBO1  SOSTDC1  PTPRM  CHRNA7  QRFPR  HLA-DRB1  SUCNR1  ABCC8  TBXA2R  CELSR3  ADGRA2  RTN4R  ABCC9  CELSR1  P2RX5  GP6  P2RX6  GLRA2  CD79A  PKD2L1  B9D1  GLRB  NRXN2  TRPV4  GPR68  TNFRSF8  TMIGD3  CHRNA10  LGR6  SCN7A  TLR4  TMEM63B  GLRA3  VLDLR  SIGMAR1  LRP8  GPR153  DAPL1  TLR3  GPER1  TMEM63C  ZNF219  CHRFAM7A  GPRC5B  GPR160  TLR6  CHRNA9  GPR150  VN1R1  THBD  ADGRD2  GPR139  KCTD16  LPAR5  NPY2R  TNFRSF18  ZACN  TMEM63A  TRPV1  ADGRA1  CHML  TAS2R19  GPR162  TAS2R20  MRC1  GPR179    RAMP3  SELE  GAL  ITGA11  ITGB2  ITGA2  SPHK1  ROR1  SEMA4D  RAMP2  RAMP1  SLC22A17  NPR3  NRXN1  ROBO2  NRXN3  LTBP1  PTPRU  LTBP4  ELOVL4  EVI2A  TNFRSF19  GNAT2  PTPRO  PTPRK  SORCS3  NPR1  HLA-DQA1  HLA-DQB2  HLA-DQA2  M6PR  CLEC2D  SCARF1  PTPRH  ICAM1  INTS6  PDGFRL  TNFRSF10A  PTPRZ1  EFNB3  NPY  PAX8  PTPRB  PPARG  PTPRE  SCARB2  EFNA3  PTPRG  CRIM1  MR1  PTPRR  TNFRSF14  CD200R1  CLDN3  TAPT1  CD14  TNFRSF10D  BCAM  DNER  CLDN4  IGF2R  HLA-DOA  AGER  TNFRSF25
