Enrichment FDR	nGenes	Pathway Genes	Fold Enrichment	Pathway	URL	Genes
8.15469775450569e-07	116	155	1.19843790636858	GO:0022843 Voltage-gated monoatomic cation channel activity 	https://amigo.geneontology.org/amigo/term/GO:0022843	 HVCN1  CACNG3  CACNA1G  CACNA2D2  KCNG1  CACNB1  KCNQ2  CACNG5  CACNG4  KCNK2  KCNH4  KCNK6  HCN2  CACNA1I  KCNK10  CACNA1F  CACNG7  KCNT1  KCNA1  KCNJ13  KCNC4  KCNQ4  PKD2  KCNJ8  KCNJ2  KCNS1  KCNK15  KCNK17  KCNC1  KCNA5  KCNC3  KCNH3  KCNK1  HCN4  KCNH5  CACNG8  KCNH1  HCN3  CACNA2D4  CACNA1C  KCNA6  KCNJ1  KCNK13  CATSPER3  KCNJ16  CACNA2D1  KCNS2  KCNJ6  KCNJ15  KCNB1  CACHD1  KCNT2  KCNJ9  KCNF1  HCN1  KCNK5  TMC1  KCNC2  CACNG2  CACNB3  KCNJ4  KCNG4  KCNK9  KCNS3  KCNG3  KCNK3  KCNK7  KCNH6  CATSPER1  KCNE3  KCNE5  KCNA3  KCNA2  KCNG2  KCNE1  KCNA4  KCNJ14  KCNB2  LRRC55  KCNH8  KCNJ12  KCNK12  KCND2  KCNQ5  KCNJ11  CACNA1E  KCNJ5  CACNA1D  KCNJ3  KCNN2  KCNN1  KCNIP2  ITGAV  KCNN3  KCNMA1  CACNB2  CATSPER2  CACNB4  TSPOAP1  KCNAB2  GRIN2D  CACNG1  SNAP25  TPTE2  HTR1B  SCN2B  KCNAB3    NCS1  OPRM1  TPCN2  ABCC8  ABCC9  CACNG6  TRPV1
2.41243924678215e-07	137	180	1.19137690406735	GO:0005201 Extracellular matrix structural constituent 	https://amigo.geneontology.org/amigo/term/GO:0005201	 COL17A1  COL5A3  COL16A1  MXRA5  COL1A1  COL7A1  FN1  COL10A1  COL5A1  THBS1  COL2A1  COL6A2  HMCN1  COL1A2  COL4A3  COL6A5  COL4A5  ZP3  COL27A1  COL4A6  COL11A2  COL5A2  COL9A2  COL23A1  COL11A1  COL4A4  COL19A1  COL9A3  COL9A1  ZP4  TECTB  EMILIN1  MMRN1  FBN2  FBN3  COL8A1  ZP1  COL24A1  COL8A2  COL18A1  COL13A1  COLQ  COL28A1  FBLN1  LAMB1  PXDN  ELN  LAMA1  LAMB2  LAMC1  DCN  VCAN  TNC  NID2  CHADL  VTN  LAMA4  NID1  TGFBI  FRAS1  LUM  COL6A1  HSPG2  DPT  COL6A3  FBLN2  BGN  EMILIN3  COL14A1  PRELP  SPON1  CD4  COL12A1  EMILIN2  CHI3L1  TINAGL1  TUFT1  MUC4  MUC3A  MUC6  LTBP1  LAMA3  LAMC2  LTBP4  SRPX  SRPX2  COMP  PCOLCE  AEBP1  OGN  ASPN  VWF  MGP  SPARC  EFEMP1  PRG4  MFAP2  LTBP2  FMOD  FGL2  LAMA5  POSTN  CILP  FBLN5  MFGE8  CCN1  ECM1  HAPLN1  HMCN2  ACAN  IGFBP7  CRELD1  EDIL3  SBSPON  CTHRC1  MFAP4  NPNT  THBS3  EFEMP2  MMRN2  PODN  VWA1  THBS2  THSD4  COL25A1  LAMA2  LAMB3  MFAP5  COL6A6  ANOS1  IMPG2  TFPI2  MATN3  DSPP  MEPE  MATN1  MUC5AC
2.32454847021607e-07	150	198	1.18506790944155	GO:0022834 Ligand-gated channel activity 	https://amigo.geneontology.org/amigo/term/GO:0022834	 GABRA3  CLCA1  MCOLN3  CNGB1  TRPM5  ASIC4  CHRNA3  KCNN2  P2RX5  P2RX7  MCOLN1  ITPR3  P2RX6  CHRNA4  GABRE  KCNN4  GRIN2D  KCNN1  GRIK5  KCNT1  PKD2L1  P2RX1  CHRNE  ASIC2  GABRA4  P2RX3  ASIC1  KCNJ13  GRIN3B  CHRNB4  GRIA2  KCNJ8  ITPR2  KCNJ2  GRIA3  CHRNA10  TRPM4  ANO1  CNGA4  P2RX4  KCNMB4  TTYH3  TMEM63B  CLCA2  CHRNA1  TTYH2  TRPM2  KCNN3  CNGA3  TRPM8  KCNMB1  CHRNB3  CHRNA6  HTR3B  GRIK4  ITPR1  ANO4  KCNJ1  GABRA2  GRID2  GRIA4  KCNJ16  MCOLN2  GRIA1  KCNMA1  KCNJ6  KCNJ15  CHRNB2  GRIN2C  TPCN2  SCNN1D  KCNT2  KCNJ9  GABRG1  GRIK3  GRIK2  TMEM63C  CHRFAM7A  TTYH1  KCNJ4  CHRNA5  CHRNB1  KCNMB3  GRIK1  KCNH6  CHRNA9  CHRNA7  GRIN1  GABRG3  KCNJ14  GRID1  KCNJ12  GABRA5  KCNJ11  TMEM63A  KCNMB2  CNGA1  GRIN3A  ASIC3  GRIN2B  BEST2  PACC1  GABRP  HCN2  GLRA2  TRPA1  GLRB  SCNN1A  GABRG2  PKD2  KCNJ5  BEST3  NMUR2  KCNH3  HCN4  GLRA3  GABRB2  ANO7  ANO10  KCNJ3  GABRB1  GABRB3  SCNN1G  BEST1  SCNN1B  ANO5  TPCN1  ZACN  TRPV1  AQP1  GABRQ  CFTR  ANO8  KCNK2  GABRR2  ANO3  KCNK1  TRPC3  HCN1  CATSPER2  CATSPER1  GABRD  ANO9  ANXA6  SLC1A7  ABCC8  ABCC9  KCNK6  FKBP1B  SHROOM2
7.94243756001377e-32	598	1705	1.18499020007044	GO:0004888 Transmembrane signaling receptor activity 	https://amigo.geneontology.org/amigo/term/GO:0004888	 ADRA2A  ADRA2C  PLXND1  CRLF1  GIPR  GABRA3  IL20RA  CD74  FAS  CD44  INSRR  IFNGR1  TNFRSF1B  MUSK  FLT4  ADRB1  EPHA3  ROS1  PTGER3  OPN3  IL17RB  LTK  NGFR  LPAR2  ABCA7  CALCRL  GLP2R  ERBB3  FGFR2  TNFRSF1A  FGFR3  ADGRF5  DRD4  TGFBR3  LRP6  ADGRL1  FCGR2B  TACR2  PLXNA2  IL4R  FGFR1  ADCYAP1R1  IL12RB2  OPRK1  LAG3  IL5RA  TYRO3  GABRP  IL12RB1  NRP1  IL2RB  BDKRB1  HRH3  NTSR1  GPR143  GPR50  GABRE  HTR2A  FLT1  IL21R  FZD3  IL27RA  EBI3  GRIN2D  GRIK5  MET  LMBR1  VIPR2  GHRHR  UNC5B  CHRNE  GABRA4  CCKBR  IL10RA  FZD10  ADGRD1  GABRR2  OPRM1  GLP1R  GPR63  ADGRG6  PTK7  GHR  GABRG2  PRLR  LIFR  PDGFRB  HRH2  UNC5A  PLXNA1  ACVR2B  VIPR1  ACVR1  TACR1  IL1R2  IL1R1  IL18R1  IL18RAP  KISS1R  GRIN3B  EPHA4  OPRD1  LEPR  NID1  ADGRL2  MPL  F3  CHRNB4  NRP2  CNR1  GPR75  TEK  GRIA2  ADRA1A  ADGRB2  CXCR4  FLT3  PTGFR  CNTFR  ADGRE5  IL13RA2  ACVR1C  GPR83  GRM4  OR2B6  GPR18  OPRL1  GRIA3  GRPR  TAS2R4  TAS2R5  FGFRL1  ADGRE2  OR7C1  F2RL3  KDR  ADORA2A  MCHR1  OPN1SW  ACKR4  PLXNA3  IL13RA1  FCRLA  NMUR2  GPR12  CHRM3  EPHB2  LYVE1  IL6ST  IL15RA  HRH4  KLRD1  APLNR  C5AR2  PDGFRA  ADGRB3  HTR1B  EPHA7  ACVR1B  NMBR  GPR55  HTR2B  GPR45  PLXNC1  EDNRB  GABBR2  IL11RA  CHRNA1  BMPR1B  LGR5  LMBR1L  LPAR6  SSTR1  GPR65  IGF1R  NTRK3  TNFRSF11A  ERBB2  EPHA2  IL22RA1  FCGR2A  GPR17  PTH2R  ACKR3  ACKR2  IL17RD  ADGRG7  AGTR1  EPHA5  OSMR  GABRB2  EGFR  EPHA1  GPR174  LPAR4  CHRNB3  CHRNA6  NTRK2  HMCN2  RGR  HTR7  DRD2  HTR3B  GRIK4  CLEC1A  ADGRL3  DRD3  EDNRA  GABRA2  CYSLTR2  GRID2  GRIA4  GRM1  ADGRF1  ADGRF4  GPR15  EPHB1  GPR78  GRIA1  FZD7  GPR61  UNC5D  ADGRG4  FZD1  KIT  HTR6  FCER1G  IFNAR2  IFNGR2  CXCR5  IL6R  CHRNB2  PTH1R  FGFR4  PTGER1  GRIN2C  LRP5  ADGRL4  DDR2  FCRLB  OXER1  FZD5  GABRG1  GABRB1  ANTXR2  CCKAR  IL17RE  IL17RC  CCR1  GRIK3  PLXNB1  GRM2  NPY1R  NPY5R  F2RL2  F2RL1  HTR4  GRIK2  GPR85  FZD6  GPR101  TSHR  AVPR1A  GABRB3  GALR1  MC4R  AXL  OR1F1  CX3CR1  BDKRB2  MTNR1A  CHRM1  GFRA2  IL7R  GRM5  NTSR2  ROR2  ADRB2  P2RY12  PTAFR  GPR183  ANTXR1  TACR3  P2RY1  TAS1R3  GPR37L1  ADRA1B  ADORA2B  GPR37  GPR27  OSCAR  S1PR1  ALK  INSR  GRIK1  OR1L8  RXFP1  LPAR3  PTGER4  NMUR1  P2RY6  C3AR1  ADRA1D  CYSLTR1  GPR151  ADGRF3  TAS1R1  ADGRG2  IL20RB  CMKLR1  FZD4  P2RY14  GPR149  P2RY2  GPR156  MC5R  OR4N2  GRIN1  FZD8  GPR4  IL17RA  HTR1A  GPR35  HTR1F  HTR1D  GRM8  GPBAR1  RRH  FZD2  SSTR2  CHRM4  S1PR5  GPR157  OXTR  GPR62  CHRM2  F2R  GPR88  GPR3  GABRG3  CSF1R  EPHB3  RXFP3  GALR2  GRID1  ADGRG3  PTGDR2  GPR19  EPHA10  CCR3  CMKLR2  GPR173  MRGPRE  CCR10  DRD1  CHRM5  IFNLR1  FFAR4  GABRA5  TNFRSF4  P2RY4  EPOR  FPR3  GABRD  OR7D2  OR2AG2  FZD9  IL1RAP  GRM7  EPHB4  PLXNB2  HRH1  HCAR1  C5AR1  LPAR1  NTRK1  PLXNB3  GRIN3A  GRM3  L1CAM  RORB  BMPR2  GABBR1  GPR20  LGR4  ADGRG1  KLRC2  KLRC3  TAS2R14  S1PR3  LTB4R  LTB4R2  GCGR  PLXNA4  NFAM1  LILRA2  IL10RB  P2RY11  TAS2R31  MC1R  PECAM1  NPY4R2  S1PR2  GABRQ  GRIN2B  ADRA2B  SSTR3  NPBWR1  ESR1  AR  CD247  PKD1  CD4  SLC39A9  CHRNA3  P2RX7  CHRNA4  CTSH  P2RX1  P2RX3  CD69  PTPN6  EFEMP1  IL1RL1  TNFRSF10B  TAS2R10  HCRTR1  EDA2R  SORT1  P2RX4  EDAR  CD72  SORL1  CD27  ANXA9  NOTCH1  NPFFR1  GPR158  GFRA1  FCMR  PIGR  HPGD  GPR146  ABCA1  CHRNA5  ROBO1  SOSTDC1  PTPRM  CHRNA7  QRFPR  HLA-DRB1  SUCNR1  ABCC8  TBXA2R  ADGRA2  RTN4R  ABCC9  CELSR1  P2RX5  GP6  P2RX6  GLRA2  CD79A  PKD2L1  B9D1  GLRB  NRXN2  TRPV4  IL1RL2  GPR68  TNFRSF8  TMIGD3  SMO  CHRNA10  INPP5K  CLEC10A  LGR6  SCN7A  TLR4  TMEM63B  CELSR2  GLRA3  VLDLR  SIGMAR1  ADGRA3  GPR153  DAPL1  TLR3  GPER1  TMEM63C  OXGR1  ZNF219  CHRFAM7A  GPRC5B  PROKR1  CHRNB1  GPRC5C  GPR160  TLR6  CHRNA9  AGTRAP  GPR150  VN1R1  THBD  ADGRD2  GPR139  GPR132  KCTD16  LPAR5  NPY2R  TNFRSF18  ZACN  TMEM63A  TRPV1  ADGRA1  CHML  TAS2R19  OR2I1P  GPR162  TAS2R20  MRC1  GPR179    RAMP3  ITGAL  SELE  SPHK2  GAL  ITGA11  ITGB2  ITGA2  SPHK1  ROR1  SEMA4D  RAMP2  RAMP1  SLC22A17  NPR3  NRXN1  ROBO2  NRXN3  LTBP1  PTPRU  LTBP4  ELOVL4  EVI2A  TNFRSF19  GNAT2  PTPRO  PTPRK  SORCS3  NPR1  HLA-DQA1  HLA-DRA  HLA-DPA1  HLA-DQB2  HLA-DQA2  M6PR  MARCO  CLEC2D  SCARF1  PTPRH  ICAM1  INTS6  PDGFRL  TNFRSF10A  PTPRZ1  EFNB3  LANCL1  NPY  PAX8  PTPRB  PPARG  PTPRE  SCARB2  EFNA3  PTPRG  CRIM1  MR1  PTPRR  TNFRSF14  CD200R1  CLDN3  TAPT1  CD14  TNFRSF10D  TNFRSF10C  GP1BA  BCAM  DNER  CLDN4  IGF2R  HLA-DOA  AGER  TNFRSF25  HLA-DOB  EFNA4
2.45486734947792e-07	149	196	1.18491197945347	GO:0015276 Ligand-gated monoatomic ion channel activity 	https://amigo.geneontology.org/amigo/term/GO:0015276	 GABRA3  CLCA1  MCOLN3  CNGB1  TRPM5  ASIC4  CHRNA3  KCNN2  P2RX5  P2RX7  MCOLN1  ITPR3  P2RX6  CHRNA4  GABRE  KCNN4  GRIN2D  KCNN1  GRIK5  KCNT1  PKD2L1  P2RX1  CHRNE  ASIC2  GABRA4  P2RX3  ASIC1  KCNJ13  GRIN3B  CHRNB4  GRIA2  KCNJ8  ITPR2  KCNJ2  GRIA3  CHRNA10  TRPM4  ANO1  CNGA4  P2RX4  KCNMB4  TTYH3  TMEM63B  CLCA2  CHRNA1  TTYH2  TRPM2  KCNN3  CNGA3  TRPM8  KCNMB1  CHRNB3  CHRNA6  HTR3B  GRIK4  ITPR1  ANO4  KCNJ1  GABRA2  GRID2  GRIA4  KCNJ16  MCOLN2  GRIA1  KCNMA1  KCNJ6  KCNJ15  CHRNB2  GRIN2C  TPCN2  SCNN1D  KCNT2  KCNJ9  GABRG1  GRIK3  GRIK2  TMEM63C  CHRFAM7A  TTYH1  KCNJ4  CHRNA5  CHRNB1  KCNMB3  GRIK1  KCNH6  CHRNA9  CHRNA7  GRIN1  GABRG3  KCNJ14  GRID1  KCNJ12  GABRA5  KCNJ11  TMEM63A  KCNMB2  CNGA1  GRIN3A  ASIC3  GRIN2B  BEST2  PACC1  GABRP  HCN2  GLRA2  TRPA1  GLRB  SCNN1A  GABRG2  PKD2  KCNJ5  BEST3  NMUR2  KCNH3  HCN4  GLRA3  GABRB2  ANO7  ANO10  KCNJ3  GABRB1  GABRB3  SCNN1G  BEST1  SCNN1B  ANO5  TPCN1  ZACN  TRPV1  AQP1  GABRQ  CFTR  ANO8  GABRR2  ANO3  TRPC3  HCN1  CATSPER2  CATSPER1  GABRD  ANO9  ANXA6  SLC1A7  ABCC8  ABCC9  KCNK6  FKBP1B  KCNK1  SHROOM2
6.10419332154032e-15	294	1085	1.18459388227777	GO:0004930 G protein-coupled receptor activity 	https://amigo.geneontology.org/amigo/term/GO:0004930	 ADRA2A  ADRA2C  GIPR  ADRB1  PTGER3  OPN3  LPAR2  CALCRL  GLP2R  ADGRF5  DRD4  ADGRL1  TACR2  ADCYAP1R1  OPRK1  BDKRB1  HRH3  NTSR1  GPR143  GPR50  HTR2A  VIPR2  GHRHR  CCKBR  ADGRD1  OPRM1  GLP1R  GPR63  ADGRG6  HRH2  VIPR1  TACR1  KISS1R  OPRD1  ADGRL2  CNR1  GPR75  ADRA1A  ADGRB2  CXCR4  PTGFR  ADGRE5  GPR83  GRM4  GPR18  OPRL1  GRPR  ADGRE2  F2RL3  ADORA2A  MCHR1  OPN1SW  ACKR4  NMUR2  GPR12  CHRM3  HRH4  APLNR  C5AR2  ADGRB3  HTR1B  NMBR  GPR55  HTR2B  GPR45  EDNRB  LGR5  LPAR6  SSTR1  GPR65  GPR17  PTH2R  ACKR3  ACKR2  ADGRG7  AGTR1  GPR174  LPAR4  RGR  HTR7  DRD2  ADGRL3  DRD3  EDNRA  CYSLTR2  GRM1  ADGRF1  ADGRF4  GPR15  GPR78  GPR61  ADGRG4  HTR6  CXCR5  PTH1R  PTGER1  ADGRL4  OXER1  CCKAR  CCR1  GRM2  NPY1R  NPY5R  F2RL2  F2RL1  HTR4  GPR85  GPR101  TSHR  AVPR1A  GALR1  MC4R  CX3CR1  BDKRB2  MTNR1A  CHRM1  GRM5  NTSR2  ADRB2  P2RY12  PTAFR  GPR183  TACR3  P2RY1  TAS1R3  GPR37L1  ADRA1B  ADORA2B  GPR37  GPR27  S1PR1  RXFP1  LPAR3  PTGER4  NMUR1  P2RY6  C3AR1  ADRA1D  CYSLTR1  GPR151  ADGRF3  TAS1R1  ADGRG2  CMKLR1  P2RY14  GPR149  P2RY2  GPR156  MC5R  GPR4  HTR1A  GPR35  HTR1F  HTR1D  GRM8  GPBAR1  RRH  SSTR2  CHRM4  S1PR5  GPR157  OXTR  GPR62  CHRM2  F2R  GPR88  GPR3  RXFP3  GALR2  ADGRG3  PTGDR2  GPR19  CCR3  CMKLR2  GPR173  MRGPRE  CCR10  DRD1  CHRM5  P2RY4  FPR3  GRM7  HRH1  HCAR1  C5AR1  LPAR1  GRM3  RORB  GABBR1  GPR20  LGR4  ADGRG1  S1PR3  LTB4R  LTB4R2  GCGR  P2RY11  MC1R  NPY4R2  S1PR2  ADRA2B  SSTR3  NPBWR1  ESR1  AR  SLC39A9  HCRTR1  GABBR2  NPFFR1  GPR158  GRIK3  HPGD  GPR146  QRFPR  SUCNR1  TBXA2R  ADGRA2  CELSR1  FZD3  FZD10  GPR68  TAS2R10  TMIGD3  OR2B6  TAS2R4  TAS2R5  OR7C1  SMO  INPP5K  LGR6  CELSR2  SIGMAR1  ADGRA3  FZD7  FZD1  GPR153  FZD5  GABRB1  GPER1  FZD6  OXGR1  ZNF219  GPRC5B  OR1F1  PROKR1  GPRC5C  OR1L8  GPR160  FZD4  OR4N2  FZD8  AGTRAP  GPR150  VN1R1  ADGRD2  GPR139  FZD2  GPR132  KCTD16  LPAR5  NPY2R  FFAR4  OR7D2  OR2AG2  FZD9  ADGRA1  CHML  TAS2R19  TAS2R14  OR2I1P  GPR162  TAS2R20  TAS2R31  GPR179  RAMP3  SPHK2  GAL  SPHK1  RAMP2  RAMP1  NPR3  ELOVL4  GNAT2  SORCS3  NPR1  PDGFRL  PDGFRB  LANCL1  NPY  PAX8  PPARG  TAPT1  GP1BA
1.22829975225429e-06	139	194	1.18323188873678	GO:0022832 Voltage-gated channel activity 	https://amigo.geneontology.org/amigo/term/GO:0022832	 HVCN1  CACNG3  CACNA1G  CACNA2D2  KCNG1  CACNB1  CLCN4  KCNQ2  CACNG5  CACNG4  VDAC3  KCNK2  KCNH4  KCNK6  HCN2  CACNA1I  KCNK10  CACNA1F  GRIN2D  CACNG7  KCNT1  KCNA1  CLCN2  KCNJ13  GRIN3B  KCNC4  KCNQ4  GPR89A  PKD2  KCNJ8  KCNJ2  KCNS1  KCNK15  KCNK17  KCNC1  KCNA5  KCNC3  KCNH3  KCNK1  HCN4  KCNH5  CACNG8  KCNH1  HCN3  CACNA2D4  CACNA1C  KCNA6  KCNJ1  KCNK13  CATSPER3  KCNJ16  CACNA2D1  KCNS2  KCNJ6  KCNJ15  KCNB1  CACHD1  GRIN2C  KCNT2  KCNJ9  KCNF1  HCN1  KCNK5  TMC1  VDAC2  KCNC2  CACNG2  CACNB3  KCNJ4  KCNG4  KCNK9  KCNS3  KCNG3  KCNK3  CLCN5  KCNK7  KCNH6  CATSPER1  KCNE3  KCNE5  GRIN1  KCNA3  KCNA2  KCNG2  KCNE1  KCNA4  KCNJ14  KCNB2  LRRC55  KCNH8  KCNJ12  KCNK12  KCND2  CLCNKB  KCNQ5  CLCNKA  KCNJ11  CLCN1  GPR89B  CACNA1E  VDAC1  GRIN2B  KCNJ5  CACNA1D  KCNJ3  CLCN6  KCNN2  KCNN1  KCNIP2  ITGAV  KCNN3  KCNMA1  CACNB2  CATSPER2  CACNB4  GRIN3A    TSPOAP1  KCNAB2  CLCN7  CACNG1  SNAP25  TPTE2  HTR1B  KCNMB4  SCN2B  TPCN2  KCNAB3  TMEM37  TPCN1  NCS1  OPRM1  ANO1  ABCC8  ABCC9  CACNG6  TRPV1
3.10539198773076e-12	255	347	1.18098146837451	GO:0022836 Gated channel activity 	https://amigo.geneontology.org/amigo/term/GO:0022836	 HVCN1  CACNG3  CACNA1G  CACNA2D2  GABRA3  CLCA1  KCNG1  MCOLN3  CACNB1  CNGB1  TRPM5  ASIC4  CLCN4  KCNQ2  CACNG5  CACNG4  VDAC3  CHRNA3  KCNN2  KCNK2  P2RX5  P2RX7  KCNH4  MCOLN1  ITPR3  KCNK6  HCN2  P2RX6  CACNA1I  KCNK10  CHRNA4  CACNA1F  GABRE  PIEZO1  TMC5  KCNN4  GRIN2D  CACNG7  KCNN1  GRIK5  KCNT1  PKD2L1  P2RX1  CHRNE  ASIC2  GABRA4  P2RX3  ASIC1  KCNA1  CLCN2  KCNJ13  GRIN3B  KCNC4  KCNQ4  GPR89A  CHRNB4  PKD2  GRIA2  KCNJ8  ITPR2  KCNJ2  KCNS1  KCNK15  KCNK17  GRIA3  KCNC1  CHRNA10  KCNA5  NALF2  TRPM4  KCNC3  ANO1  CNGA4  P2RX4  KCNH3  KCNMB4  KCNK1  TTYH3  TMEM63B  CLCA2  CHRNA1  HCN4  KCNH5  TMC6  TTYH2  TRPM2  CACNG8  KCNH1  KCNN3  HCN3  CNGA3  TRPM8  KCNMB1  CHRNB3  CHRNA6  HTR3B  GRIK4  ITPR1  CACNA2D4  CACNA1C  KCNA6  ANO4  KCNJ1  GABRA2  GRID2  KCNK13  GRIA4  CATSPER3  KCNJ16  MCOLN2  CACNA2D1  PIEZO2  GRIA1  KCNMA1  KCNS2  KCNJ6  KCNJ15  KCNB1  CACHD1  CHRNB2  GRIN2C  TPCN2  SCNN1D  KCNT2  KCNJ9  KCNF1  GABRG1  GRIK3  GRIK2  HCN1  KCNK5  TMC1  TMEM63C  VDAC2  KCNC2  CHRFAM7A  CACNG2  CACNB3  TTYH1  TMC8  KCNJ4  KCNG4  KCNK9  CHRNA5  CHRNB1  KCNS3  KCNMB3  KCNG3  GRIK1  KCNK3  CLCN5  KCNK7  KCNH6  CHRNA9  CATSPER1  CHRNA7  KCNE3  KCNE5  GRIN1  KCNA3  KCNA2  KCNG2  KCNE1  KCNA4  GABRG3  KCNJ14  KCNB2  GRID1  LRRC55  KCNH8  KCNJ12  KCNK12  KCND2  CLCNKB  KCNQ5  GABRA5  CLCNKA  KCNJ11  CLCN1  GPR89B  TMEM63A  KCNMB2  CACNA1E  CNGA1  GRIN3A  NALF1  ASIC3  VDAC1  GRIN2B    KCNJ5  CACNA1D  KCNJ3  CLCN6  BEST2  PACC1  GABRP  GLRA2  TRPA1  GLRB  SCNN1A  GABRG2  KCNIP2  BEST3  NMUR2  ITGAV  GLRA3  GABRB2  ANO7  ANO10  GABRB1  CACNB2  GABRB3  CATSPER2  SCNN1G  BEST1  SCNN1B  ANO5  CACNB4  TPCN1  ZACN  TRPV1  AQP1  GABRQ  CFTR  TSPOAP1  KCNAB2  ANO8  CLCN7  CACNG1  GABRR2  SNAP25  TPTE2  ANO3  HTR1B  SCN7A  TRPC3  SCN2B  KCNAB3  TMEM37  GABRD  TMEM150C  TRPV4  ANO9  ANXA6  NCS1  OPRM1  SLC1A7  ABCC8  ABCC9  CACNG6  FKBP1B  SHROOM2
